,0,1,2,3,4,5
0,0.5,-3370,317,7907,0,0
1,2.0,-2002,318,7907,1,1
2,0.75,1228,319,7907,0,0
3,0.5,-3854,320,7907,0,0
4,0.5,-1536,321,7907,0,0
5,0.25,-2905,321,7907,0,0
6,1.75,-4150,322,7907,0,0
7,3.0,-2643,322,7907,0,2
8,0.25,-2754,322,7907,0,2
9,0.75,-1965,323,7907,0,2
10,0.75,-2214,324,7907,0,2
11,1.75,-1825,324,7907,0,0
12,1.75,-1275,325,7907,0,0
13,1.5,-2138,325,7907,0,0
14,0.5,1012,326,7907,0,0
15,0.5,-1964,326,7907,0,0
16,-0.24,3662,326,7907,179,0
17,0.75,1305,327,7907,0,0
18,0.5,-3355,327,7907,0,0
19,0.5,-5665,327,7907,0,0
20,0.5,-4679,328,7907,0,0
21,0.75,-2066,329,7907,0,0
22,1.25,-1565,329,7907,0,0
23,1.0,-1165,343,7907,0,0
24,0.5,3135,52,7908,0,0
25,1.5,1511,81,7908,0,0
26,0.5,-1318,81,7908,0,0
27,1.5,3111,81,7908,18,18
28,0.75,-1190,82,7908,0,18
29,1.5,-1872,82,7908,0,0
30,0.5,1030,83,7908,0,0
31,1.75,-2841,83,7908,0,0
32,0.5,-2216,83,7908,0,0
33,1.5,1193,84,7908,0,0
34,1.0,-1427,84,7908,0,1
35,1.25,-2264,85,7908,0,0
36,1.25,-5209,85,7908,0,0
37,0.5,-2238,85,7908,0,0
38,0.75,968,86,7908,0,0
39,0.75,-4058,86,7908,0,0
40,1.25,-1466,87,7908,0,0
41,1.5,-4242,87,7908,0,0
42,0.5,1285,88,7908,0,0
43,0.5,1472,88,7908,0,0
44,0.75,-1431,89,7908,0,0
45,0.75,-2137,89,7908,0,0
46,0.25,-3250,89,7908,0,0
47,1.5,-1321,90,7908,0,0
48,0.5,1187,90,7908,0,0
49,0.25,-2039,91,7908,0,0
50,0.75,-1508,91,7908,0,0
51,0.75,-5345,91,7908,0,0
52,1.5,-3514,93,7908,0,0
53,0.5,-2541,94,7908,0,0
54,1.75,-4571,94,7908,0,0
55,1.0,-2558,94,7908,0,0
56,1.75,1474,95,7908,1,1
57,1.5,-3913,95,7908,0,189
58,1.5,-1469,95,7908,0,0
59,2.0,-4835,96,7908,0,0
60,0.5,-3410,97,7908,0,0
61,1.5,-2238,97,7908,1,1
62,2.0,-3462,97,7908,17,17
63,2.0,1625,98,7908,0,0
64,1.5,-3144,99,7908,1,2
65,0.75,-3083,99,7908,0,2
66,0.25,-2269,99,7908,0,2
67,0.75,2235,99,7908,17,17
68,0.5,-5843,100,7908,0,0
69,1.5,-4681,101,7908,0,0
70,1.25,-1865,101,7908,0,0
71,1.5,-5125,101,7908,0,0
72,2.5,1101,101,7908,6,6
73,1.25,-4342,102,7908,0,6
74,0.75,1349,103,7908,0,6
75,2.25,2250,103,7908,17,17
76,1.5,-4632,103,7908,0,0
