,0,1,2,3,4,5
102,5.75,2737,153,55971,4,14
103,7.5,3295,333,55971,5,27
104,5.75,2592,153,55972,4,19
105,6.0,2715,333,55972,14,19
106,0.5,803,76,55973,0,0
107,4.5,2354,154,55973,5,19
108,-0.24,-835,333,55973,434,0
109,2.75,1485,334,55973,3,3
110,3.75,2253,154,55974,2,4
111,0.25,599,156,55974,0,0
112,4.25,1880,334,55974,2,10
113,0.75,589,351,55974,0,0
114,1.75,2489,154,55975,0,0
115,3.25,1093,334,55975,2,2
116,0.75,1201,127,55976,0,0
117,6.75,2117,154,55976,5,19
118,5.25,3337,334,55976,2,23
119,2.5,1402,154,55977,2,5
120,0.5,2165,179,55977,0,0
121,-0.49,795,224,55977,149,0
122,5.25,2554,333,55977,2,23
123,0.5,757,5,55978,0,0
124,0.25,683,326,55978,0,0
125,0.25,528,331,55978,0,0
126,6.0,2056,333,55978,5,22
127,0.25,1465,1,55979,0,0
128,5.5,4259,153,55979,5,22
129,3.5,1577,333,55979,4,13
130,5.0,3010,153,55980,4,22
131,7.0,1854,333,55980,5,19
132,2.75,3351,153,55981,2,7
133,-0.49,-1342,223,55981,471,0
134,4.75,3351,333,55981,4,22
135,0.5,-1728,144,55982,0,0
136,5.0,2948,153,55982,2,27
137,1.75,3971,333,55982,3,8
138,-0.49,-2205,353,55982,332,0
139,-0.49,-2208,32,55983,488,0
140,0.25,-291,65,55983,0,0
141,-0.49,-424,122,55983,0,0
142,3.75,4180,153,55983,12,26
143,2.5,1956,333,55983,3,3
144,5.0,2317,153,55984,2,14
145,0.75,-1812,255,55984,0,0
146,4.5,3768,333,55984,4,41
147,1.25,1944,153,55985,14,14
148,3.5,1695,333,55985,5,27
149,6.25,4149,153,55986,14,19
150,5.25,2297,333,55986,2,22
151,6.5,3000,153,55987,2,23
152,7.25,4997,333,55987,5,29
153,6.5,3984,153,55988,4,23
154,4.25,3321,333,55988,2,22
155,0.25,837,355,55988,0,0
156,6.25,2712,153,55989,5,19
157,0.5,943,166,55989,0,0
158,2.5,4859,333,55989,0,5
159,2.75,4826,153,55990,3,21
160,0.5,217,236,55990,0,0
161,4.0,3189,333,55990,5,22
162,0.5,-935,139,55991,0,0
163,1.75,1370,154,55991,2,4
164,0.25,1382,155,55991,0,0
165,0.75,438,330,55991,0,0
166,2.0,1534,334,55991,0,0
167,-0.24,-2196,102,55992,294,0
168,0.25,2853,118,55992,0,0
169,3.0,4688,154,55992,2,7
170,3.25,1723,334,55992,2,20
171,1.5,1515,154,55993,9,9
172,-0.24,-1712,286,55993,416,0
173,0.25,987,332,55993,0,0
174,2.25,3701,334,55993,0,0
175,0.5,-937,140,55994,0,0
176,1.5,3196,154,55994,4,4
177,0.75,721,156,55994,0,0
178,7.5,3346,157,55994,0,37
179,2.75,-1758,333,55994,1,1
180,0.5,-633,82,55995,0,0
181,3.25,1464,154,55995,2,6
182,1.75,949,334,55995,0,0
183,3.0,3293,154,55996,3,20
184,0.5,-2305,191,55996,0,0
185,1.5,489,258,55996,0,0
186,2.5,2983,334,55996,0,14
187,-0.49,-1043,5,55997,429,0
188,1.25,2951,154,55997,0,14
189,5.75,3872,334,55997,2,22
190,2.25,1859,153,55998,2,8
191,1.75,1784,157,55998,0,0
192,0.25,824,317,55998,0,0
193,3.75,2469,333,55998,3,35
195,3.25,1912,153,55999,3,12
196,3.0,1679,190,55999,0,15
197,6.5,3896,333,55999,5,19
198,5.0,3240,153,56000,2,25
199,0.25,1483,184,56000,0,0
200,4.0,1482,153,56001,4,13
201,-0.49,2631,276,56001,84,0
202,4.25,1868,333,56001,5,37
203,-0.49,375,54,56002,43,0
204,3.75,2243,153,56002,5,8
205,4.75,2080,333,56002,4,13
206,5.5,2416,153,56003,2,27
207,4.75,3313,333,56003,5,19
208,0.5,368,353,56003,0,0
209,4.5,1932,153,56004,6,19
210,6.75,2893,333,56004,2,29
211,6.25,2885,153,56005,5,23
212,7.0,2727,333,56005,4,23
213,5.75,3634,154,56006,14,29
214,5.25,2314,334,56006,5,19
215,7.25,2542,154,56007,5,19
216,3.75,2260,225,56007,0,22
217,7.0,2809,334,56007,5,23
218,0.75,-2313,346,56007,0,0
219,6.75,4475,154,56008,14,29
220,0.25,1036,156,56008,0,0
221,5.5,2553,334,56008,14,25
222,5.25,2322,154,56009,4,22
223,4.5,1775,335,56009,2,13
224,6.5,2867,154,56010,4,18
225,3.5,2554,334,56010,4,13
226,3.5,1594,154,56011,4,13
227,0.25,-956,204,56011,0,13
228,-0.49,934,216,56011,490,0
229,-0.49,-1594,254,56011,239,0
230,2.25,1155,334,56011,2,3
231,2.25,1975,336,56011,0,14
232,1.0,-1320,337,56011,0,0
233,-0.49,-724,29,56012,271,0
234,6.0,2837,153,56012,2,29
235,-0.24,1842,201,56012,0,0
236,5.5,2772,333,56012,5,29
237,5.0,2667,153,56013,4,29
238,0.5,1644,156,56013,0,0
239,-0.49,986,319,56013,219,0
240,4.25,2515,333,56013,3,12
241,7.25,3002,153,56014,3,24
242,0.25,-2331,260,56014,0,0
243,4.75,4247,333,56014,5,29
244,0.25,2451,65,56015,0,0
245,6.5,2946,153,56015,4,18
246,0.5,1263,328,56015,0,0
247,6.5,4934,333,56015,4,28
248,0.75,1809,155,56016,0,0
249,6.25,4096,333,56016,5,22
250,0.5,488,29,56017,0,0
251,5.5,4235,153,56017,4,22
252,-0.49,-1863,271,56017,345,0
253,6.0,3266,333,56017,2,19
254,6.25,2600,153,56018,4,23
255,0.25,-1811,321,56018,0,0
256,6.25,5458,333,56018,4,23
257,6.25,2751,153,56019,5,19
258,7.0,2881,333,56019,14,29
259,0.5,1001,25,56020,0,0
260,-0.49,635,64,56020,173,0
261,2.25,1743,153,56020,0,0
262,0.5,842,155,56020,0,0
263,1.25,3563,195,56020,0,0
264,5.25,3853,333,56020,4,25
265,6.25,2121,153,56021,5,14
266,2.25,1202,178,56021,0,0
267,0.5,-1442,178,56021,0,0
268,0.25,1162,215,56021,0,0
269,-0.24,257,305,56021,427,0
270,4.75,2434,334,56021,2,14
271,0.5,1199,128,56022,0,0
272,3.5,2152,154,56022,3,3
273,3.75,1740,334,56022,3,12
274,-0.49,2982,21,56023,0,12
275,3.5,1688,154,56023,5,14
276,6.75,3835,334,56023,4,22
277,3.75,2607,154,56024,4,18
278,0.5,1698,210,56024,0,0
279,6.5,3250,334,56024,5,19
280,6.5,3020,154,56025,2,22
281,6.0,3466,334,56025,5,29
282,5.75,2221,154,56026,5,27
283,3.25,1723,334,56026,0,0
284,4.75,1514,339,56026,0,14
285,0.5,1545,98,56027,0,0
286,5.5,4709,153,56027,4,24
287,1.75,1041,333,56027,1,1
288,2.5,2052,153,56028,4,6
289,1.5,1068,158,56028,2,3
290,-0.24,-295,172,56028,429,0
291,-0.49,-1077,210,56028,483,0
292,0.75,1769,333,56028,0,0
293,-0.49,-1128,153,56029,133,0
294,1.75,1832,153,56029,2,2
295,0.5,1250,156,56029,0,5
296,1.25,-1560,163,56029,0,0
297,4.25,4614,333,56029,2,22
298,0.5,-1023,107,56030,0,0
299,3.25,4743,153,56030,5,27
300,0.25,331,184,56030,0,0
301,-0.49,-349,207,56030,295,0
302,0.25,1234,272,56030,0,0
303,2.5,2134,333,56030,3,5
304,0.5,-428,111,56031,0,0
305,5.0,2644,153,56031,5,14
306,0.25,845,243,56031,0,0
307,5.5,2345,333,56031,2,22
308,0.5,-621,343,56031,0,0
309,6.25,2996,153,56032,2,23
310,0.5,963,183,56032,0,0
311,0.75,-1169,306,56032,0,0
312,4.0,1493,333,56032,4,22
313,4.5,1964,154,56033,2,22
314,4.0,1420,334,56033,4,13
315,4.0,1776,154,56034,5,14
316,3.75,2415,334,56034,5,14
317,-0.24,-998,133,56035,134,0
318,4.25,2293,154,56035,5,19
319,4.0,3437,334,56035,5,27
320,4.5,2373,155,56036,2,22
321,0.75,-601,221,56036,0,0
322,0.25,-1039,299,56036,0,0
323,0.25,2810,335,56036,0,14
324,4.5,2799,155,56037,5,22
325,3.0,1531,335,56037,2,11
326,3.0,4896,155,56038,5,42
327,1.75,1630,335,56038,3,3
328,3.0,1661,155,56039,6,13
329,-0.49,-581,226,56039,440,0
330,5.5,3025,335,56039,4,20
331,4.25,4344,155,56040,2,20
332,3.5,1658,335,56040,5,5
333,-0.49,3050,31,56041,0,5
334,-0.24,-1164,86,56041,372,0
335,0.25,1700,117,56041,0,0
336,1.75,1628,154,56041,1,2
337,3.75,1624,334,56041,2,19
338,1.5,1563,154,56042,1,1
339,1.25,979,155,56042,0,0
340,4.5,2720,334,56042,3,21
341,6.25,2764,153,56043,14,29
342,1.0,563,275,56043,0,0
343,0.75,1652,333,56043,0,0
344,-0.49,-694,25,56044,443,0
345,-0.49,-2198,38,56044,0,0
346,3.5,1164,153,56044,3,12
347,0.25,-820,290,56044,0,0
348,-0.49,-685,324,56044,83,0
349,2.5,1543,333,56044,5,5
350,5.25,2265,153,56045,14,14
351,7.0,2742,334,56045,5,19
352,5.5,2211,153,56046,14,14
353,6.25,3254,333,56046,5,26
354,0.25,356,350,56046,0,26
355,4.5,1916,153,56047,4,14
356,0.25,-2489,175,56047,0,0
357,4.0,2402,333,56047,2,22
358,3.25,1206,153,56048,2,4
359,4.0,2435,208,56048,0,14
360,2.0,2387,333,56048,4,22
361,1.5,838,335,56048,0,2
362,5.0,1686,153,56049,5,14
363,5.5,3584,333,56049,5,14
364,-0.49,1286,14,56050,189,0
366,3.5,1744,153,56050,5,14
367,2.25,1233,334,56050,2,2
368,0.75,1140,63,56051,0,0
369,-0.49,2333,144,56051,0,0
370,3.5,1453,153,56051,3,6
371,-0.24,-840,179,56051,367,0
372,3.25,3646,334,56051,2,27
373,3.0,4925,154,56052,4,13
374,3.25,2053,334,56052,0,2
375,0.25,-426,100,56053,0,0
376,5.75,2369,154,56053,4,23
377,4.25,1861,334,56053,2,27
378,5.25,2738,154,56054,5,29
379,7.0,5425,334,56054,5,37
380,1.25,-801,30,56055,0,0
381,2.0,2902,154,56055,0,9
382,5.75,2657,334,56055,5,19
383,0.25,-2494,336,56055,0,0
384,5.75,2649,154,56056,5,19
385,6.25,4870,334,56056,5,20
386,-0.49,524,344,56056,12,0
387,0.25,-1311,143,56057,0,0
388,4.75,1724,154,56057,5,22
389,-0.49,-2090,243,56057,148,0
390,0.25,1926,292,56057,0,0
391,1.5,1011,333,56057,0,0
392,7.0,3059,153,56058,3,29
393,4.0,2266,176,56058,0,22
394,0.25,2556,331,56058,0,0
395,4.5,3138,334,56058,0,22
396,2.75,4032,154,56059,5,5
397,3.25,1487,164,56059,0,2
398,1.75,1786,334,56059,2,2
399,0.75,1501,30,56060,0,0
400,0.5,714,38,56060,0,0
401,3.0,1620,154,56060,1,10
402,8.0,2718,334,56060,5,24
403,2.75,1870,154,56061,0,3
404,6.75,4036,334,56061,2,25
405,6.5,2771,154,56062,5,19
406,-0.49,409,207,56062,39,0
407,6.5,2175,334,56062,5,19
408,6.25,5295,154,56063,5,40
409,6.0,4602,333,56063,3,20
410,6.25,4382,153,56064,5,29
411,6.5,2301,333,56064,5,19
412,4.75,1810,153,56065,2,22
413,5.0,3888,333,56065,2,19
414,7.0,3222,153,56066,5,29
415,0.25,442,165,56066,0,29
417,2.0,1277,332,56066,2,2
418,0.5,741,28,56067,0,0
419,5.5,2544,153,56067,4,27
420,1.0,2139,164,56067,0,0
421,-0.49,490,235,56067,207,0
422,5.5,2422,333,56067,4,27
423,2.5,2602,153,56068,0,14
424,3.5,2474,333,56068,3,17
425,4.0,2596,153,56069,4,22
426,3.75,2218,333,56069,3,25
427,1.5,1952,333,56070,2,2
428,3.5,1339,153,56071,3,21
429,0.25,1759,323,56071,0,0
430,1.5,1529,334,56071,2,2
431,3.5,1550,153,56072,3,3
432,0.25,1772,154,56072,0,0
433,1.5,1040,155,56072,0,2
434,4.5,3159,333,56072,5,14
435,1.5,1434,347,56072,0,14
436,-0.49,-2362,92,56073,310,0
437,4.0,3486,153,56073,14,22
438,0.25,1289,333,56073,0,0
439,0.25,2422,27,56074,0,0
440,5.0,2585,153,56074,4,23
441,0.25,-2112,276,56074,0,0
442,0.25,-3565,297,56074,0,0
443,6.25,2694,333,56074,13,28
444,-0.49,1702,58,56075,89,0
445,4.75,2089,153,56075,4,22
446,2.5,1831,163,56075,2,2
447,3.5,1763,333,56075,2,22
448,3.0,3056,154,56076,3,3
449,3.0,2765,334,56076,3,17
450,5.0,1920,154,56077,4,13
451,4.0,1655,334,56077,6,13
452,0.0,-806,78,56078,482,0
453,4.0,2640,154,56078,2,22
454,0.25,1067,287,56078,0,0
455,3.75,1541,334,56078,2,5
456,0.75,1992,154,56079,3,3
457,5.25,1982,334,56079,2,22
458,0.75,-959,336,56079,0,0
459,6.75,2449,154,56080,5,19
460,2.25,2349,334,56080,2,2
461,3.5,2205,23,56081,0,14
462,0.5,417,59,56081,0,0
463,6.0,2605,154,56081,5,14
464,0.25,671,333,56081,0,0
465,4.0,2154,153,56082,4,14
466,4.25,2270,333,56082,4,13
467,5.25,2791,153,56083,14,19
468,0.25,762,171,56083,0,0
469,0.25,-328,99,56084,0,0
470,3.75,1295,157,56084,1,14
471,0.5,998,181,56084,0,0
472,0.25,-629,212,56084,0,0
473,7.0,5909,333,56084,3,29
474,5.0,3699,153,56085,2,22
475,2.25,-1297,153,56086,0,0
476,0.5,1800,159,56086,0,0
477,-0.24,675,184,56086,440,0
478,0.25,-2072,210,56086,0,0
479,2.0,-1216,334,56086,0,0
480,3.25,1433,154,56087,2,5
481,5.75,3307,334,56087,5,23
482,3.0,2772,154,56088,2,25
483,0.25,1525,329,56088,0,0
484,2.5,2036,334,56088,2,22
485,0.75,3626,340,56088,0,0
486,5.0,1926,154,56089,5,22
487,5.5,2367,334,56089,5,22
488,1.5,1123,154,56090,4,4
489,0.25,745,214,56090,0,0
490,0.5,1842,275,56090,0,0
491,2.5,1310,334,56090,0,0
492,0.5,-1662,44,56091,0,0
493,1.0,681,72,56091,0,0
494,2.5,3128,154,56091,1,1
495,3.0,2032,334,56091,0,26
496,2.0,1686,154,56092,2,3
497,2.0,2057,156,56092,0,14
498,0.75,400,157,56092,0,0
499,4.75,1845,334,56092,5,23
500,0.25,-1182,337,56092,0,23
501,6.0,1911,153,56093,5,14
502,7.0,2652,333,56093,5,14
503,-0.49,-1107,122,56094,349,0
504,3.5,3195,153,56094,2,22
505,0.75,1813,333,56094,0,18
506,-0.24,461,40,56095,449,0
507,0.5,1283,53,56095,0,0
508,0.75,717,156,56095,0,0
509,2.0,-1571,333,56095,5,5
510,3.5,1580,153,56096,5,14
511,-0.49,1819,154,56096,215,0
512,2.0,2128,333,56096,3,3
513,2.5,2577,153,56097,0,35
514,3.5,2323,333,56097,11,11
515,3.5,2360,154,56098,0,11
516,0.75,2077,159,56098,0,0
517,-0.24,-879,226,56098,436,0
518,2.0,2691,334,56098,11,11
519,0.25,-1353,342,56098,0,11
520,2.5,1760,154,56099,0,2
521,0.5,3564,235,56099,0,0
522,0.75,-663,235,56099,0,0
523,0.25,507,263,56099,0,0
524,1.0,2158,334,56099,0,0
525,0.5,2499,86,56100,0,0
526,2.75,1572,154,56100,0,8
527,5.0,4111,334,56100,4,26
528,0.5,2248,62,56101,0,0
529,4.0,2271,153,56101,3,26
530,2.0,-1490,156,56101,0,0
531,0.5,-2243,320,56101,0,0
532,2.25,4774,333,56101,0,6
533,0.25,3519,355,56101,0,0
534,0.75,-680,36,56102,0,0
535,0.75,1243,153,56102,0,0
536,3.25,1925,333,56102,0,11
537,3.0,3409,153,56103,2,13
538,4.25,2016,333,56103,2,22
539,0.5,706,85,56104,0,0
540,0.5,-828,89,56104,0,0
541,2.75,-1490,153,56104,2,6
542,3.75,3374,155,56104,2,15
543,0.25,-798,288,56104,0,0
544,6.0,2657,333,56104,5,19
545,4.5,1940,153,56105,2,22
546,4.5,1674,333,56105,4,19
547,0.5,847,345,56105,0,0
548,-0.24,-1159,27,56106,204,0
549,4.0,1462,153,56106,5,14
550,4.75,2506,333,56106,4,27
551,-0.49,-1672,59,56107,274,0
552,0.25,-481,120,56107,0,0
553,3.5,2724,153,56107,4,19
554,0.25,-704,259,56107,0,0
555,0.25,610,299,56107,0,0
556,2.5,2120,334,56107,0,5
557,2.5,1304,335,56107,0,0
558,4.5,3217,154,56108,4,14
559,3.25,3420,156,56108,0,2
560,4.25,2251,334,56108,4,6
561,0.75,-3682,336,56108,0,6
562,0.5,615,62,56109,0,0
563,-0.49,-840,140,56109,117,0
564,4.5,3708,154,56109,2,37
565,0.75,681,308,56109,0,0
566,4.5,1879,334,56109,3,12
567,1.25,1320,336,56109,15,15
568,3.5,1798,154,56110,3,12
569,3.5,3102,334,56110,4,22
570,5.25,2725,154,56111,5,14
571,-0.49,-566,265,56111,96,0
572,1.5,1964,334,56111,0,0
573,4.0,4796,154,56112,5,19
574,2.0,2233,334,56112,0,3
575,3.25,2624,153,56113,6,27
576,5.25,3585,333,56113,5,22
577,-0.49,1538,68,56114,51,0
578,-0.24,2108,91,56114,0,0
579,5.0,3270,153,56114,2,27
580,3.75,2043,333,56114,4,18
581,1.5,2391,335,56114,0,2
582,1.5,1300,153,56115,0,2
583,3.25,2375,333,56115,0,8
584,0.75,1989,335,56115,0,0
585,4.0,1875,153,56116,4,25
586,0.75,1435,155,56116,0,2
587,0.75,833,198,56116,0,0
588,2.0,1826,334,56116,3,3
589,3.0,2956,154,56117,6,22
590,3.25,2879,334,56117,5,5
591,0.5,610,154,56118,0,0
592,0.25,-1225,200,56118,0,0
593,1.75,1330,334,56118,2,2
594,3.5,1657,154,56119,4,4
595,2.0,1298,156,56119,0,0
596,0.75,-981,307,56119,0,0
597,5.0,1756,334,56119,5,22
598,5.75,3798,154,56120,5,14
599,0.75,-1247,162,56120,0,0
600,6.25,1844,333,56120,5,22
601,6.0,2997,153,56121,5,29
602,2.5,2606,333,56121,4,4
603,0.25,1269,67,56122,0,0
604,2.25,1231,153,56122,2,2
605,1.75,3453,333,56122,4,13
606,4.75,1420,153,56123,3,3
607,2.0,766,155,56123,0,0
608,-0.49,897,167,56123,258,0
609,0.75,-2552,183,56123,0,0
610,0.75,-2208,41,56124,0,0
611,1.5,840,153,56124,2,2
612,0.5,1082,168,56124,0,0
613,6.0,2806,333,56124,13,23
614,2.5,2185,153,56125,3,40
615,4.75,1592,333,56125,2,14
616,0.25,969,150,56126,0,0
617,4.5,3301,153,56126,2,25
618,4.25,1844,158,56126,1,15
619,3.75,2950,333,56126,2,8
620,2.0,1822,153,56127,0,4
621,6.75,3618,156,56127,3,37
622,-0.49,330,162,56127,314,0
623,3.0,1417,334,56127,2,11
624,2.25,3588,154,56128,2,3
625,4.25,1861,334,56128,4,22
626,0.75,476,338,56128,0,0
627,0.25,-623,36,56129,0,0
628,0.25,-360,38,56129,0,0
629,0.75,1501,59,56129,0,0
630,0.75,-755,64,56129,0,0
631,0.25,-2488,131,56129,0,0
632,3.75,1516,154,56129,2,22
633,2.25,3383,334,56129,11,11
634,0.5,-2614,111,56130,0,0
635,1.5,1793,154,56130,4,4
636,2.75,2087,334,56130,0,12
637,-0.49,3327,28,56131,0,12
638,2.75,2731,154,56131,0,6
639,3.0,1977,333,56131,4,25
640,0.5,457,123,56132,0,0
641,5.0,2482,153,56132,1,17
642,3.75,2285,333,56132,4,14
643,5.75,1835,153,56133,5,22
644,-0.49,-1419,268,56133,460,0
645,0.25,-619,318,56133,0,0
646,0.25,427,326,56133,0,0
647,4.5,3691,333,56133,3,17
648,0.25,821,82,56134,0,0
649,3.0,1708,153,56134,2,6
650,1.75,1748,333,56134,2,11
651,3.5,3691,153,56135,2,28
652,3.25,1666,333,56135,3,3
653,0.25,2118,343,56135,0,0
654,3.5,1515,153,56136,3,3
655,2.75,1803,333,56136,3,13
656,3.5,1449,153,56137,3,5
657,6.0,3113,333,56137,2,14
658,1.25,691,10,56138,0,0
659,0.25,1009,18,56138,0,0
660,0.5,828,24,56138,0,0
661,1.75,2562,153,56138,3,3
662,3.25,2552,334,56138,0,26
663,3.0,1421,154,56139,0,11
664,4.75,3612,334,56139,2,28
665,-0.49,-3451,131,56140,155,0
666,6.0,4199,154,56140,4,18
667,0.25,-387,312,56140,0,0
668,4.75,1791,334,56140,5,22
669,1.25,1416,336,56140,0,0
670,0.25,-375,126,56141,0,0
671,5.5,2337,154,56141,5,19
672,5.25,3437,335,56141,2,19
673,0.25,1833,21,56142,0,0
674,5.5,3228,154,56142,5,27
675,4.75,3136,334,56142,2,27
676,5.25,4150,154,56143,2,22
677,0.5,566,180,56143,0,0
678,4.75,2270,334,56143,5,19
679,0.25,322,10,56144,0,0
680,1.75,1413,153,56144,0,8
681,3.25,2509,333,56144,5,29
682,0.5,-358,130,56145,0,0
683,3.75,2102,153,56145,0,12
684,0.5,805,293,56145,0,0
685,1.5,3273,333,56145,3,3
686,0.25,-1408,135,56146,0,0
687,5.0,2174,154,56146,4,18
688,-0.49,-584,324,56146,367,0
689,0.5,-761,329,56146,0,0
690,4.25,1594,334,56146,2,4
691,1.5,447,337,56146,0,0
692,4.5,1668,154,56147,0,12
693,-0.24,-1710,340,56147,172,0
694,5.0,1758,154,56148,2,22
695,3.25,2873,334,56148,4,4
696,1.75,2382,336,56148,0,3
697,2.5,1519,154,56149,0,12
698,5.5,1887,334,56149,5,14
699,7.25,5275,154,56150,14,29
700,0.0,-2386,237,56150,248,0
701,5.5,2483,334,56150,4,22
702,6.0,2359,154,56151,5,15
703,-0.49,770,39,56152,0,0
704,2.5,5207,154,56152,2,2
705,-0.49,808,164,56152,409,0
706,4.75,2104,334,56152,5,14
707,2.0,1509,336,56152,0,0
708,0.5,527,15,56153,0,0
709,-0.24,1848,43,56153,146,0
710,-0.49,-1723,74,56153,155,0
711,5.0,2410,154,56153,2,22
712,3.25,2284,333,56153,0,25
713,4.5,3251,153,56154,2,14
714,0.25,-1955,266,56154,0,0
715,2.25,1245,333,56154,0,0
716,0.5,-409,51,56155,0,0
717,0.5,4046,153,56155,0,81
718,4.0,4147,156,56155,0,14
719,6.0,3548,160,56155,3,29
720,4.0,2244,333,56155,2,27
721,0.5,728,335,56155,0,0
722,4.0,1891,153,56156,0,4
723,3.5,1270,333,56156,3,5
724,-0.49,-364,44,56157,314,0
725,-0.49,-663,48,56157,340,0
726,4.5,2647,153,56157,5,22
727,0.25,-1663,228,56157,0,0
728,7.0,2667,333,56157,5,19
729,1.0,1059,342,56157,0,0
730,1.0,3223,5,56158,0,0
731,0.25,514,6,56158,0,0
732,6.25,3431,153,56158,14,24
733,4.25,2968,334,56158,3,14
734,0.25,1428,151,56159,0,0
735,5.5,2604,154,56159,14,29
736,4.75,1354,157,56159,0,2
737,5.25,2276,334,56159,4,19
738,5.0,2359,154,56160,5,14
739,0.5,2289,334,56160,0,1
740,6.75,3029,154,56161,5,23
741,3.5,2065,334,56161,2,4
742,0.5,1700,19,56162,0,0
743,3.5,2852,154,56162,3,3
744,3.5,2491,334,56162,3,37
745,6.5,1948,154,56163,5,14
746,0.25,-257,234,56163,0,0
747,6.25,3408,334,56163,4,23
748,6.5,2397,334,56164,5,22
749,6.5,2200,154,56165,14,19
750,4.25,3775,335,56165,5,19
751,1.0,1704,339,56165,0,0
752,0.25,1347,43,56166,0,0
753,4.0,2733,155,56166,2,22
754,1.25,1095,335,56166,3,3
755,2.25,3407,154,56167,2,11
756,-0.49,3065,250,56167,116,0
757,4.5,-1670,334,56167,4,14
758,4.0,1370,154,56168,4,11
759,6.0,2721,334,56168,5,15
760,0.5,-2034,19,56169,0,0
761,2.75,1222,154,56169,0,6
762,3.0,2370,333,56169,2,5
763,3.5,1619,153,56170,4,13
764,0.5,-455,158,56170,0,0
765,3.0,1399,333,56170,0,0
766,3.5,2395,153,56171,3,26
767,0.25,-1614,213,56171,0,26
768,2.0,2989,333,56171,2,2
769,2.0,1309,153,56172,1,1
770,0.25,1556,215,56172,0,0
771,3.25,2770,333,56172,2,4
772,5.5,5378,153,56173,2,14
773,-0.49,-1275,291,56173,20,0
774,5.5,3370,333,56173,2,22
