peak_amplitude,integral,phase_angle,cycle_number,rise_time,pulse_width,gradient,type
-65.88834848140604,-42.49893090013364,-63.79984032980613,304.0288834695451,-65.92757500673464,-65.9141887514647,1.0001305184846805,pos
-53.446579541007274,-33.11564245338784,-52.561731015292025,246.07574151881715,-53.48502680288944,-53.46676170624058,0.8490677134445535,pos
-47.30161137005622,-70.58754704894241,-45.88961515758349,258.35704351115294,-47.326470373746346,-47.251799560824715,1.3720116618075802,pos
-43.34057708178807,-56.667252522160375,-40.83592259943455,227.17557594906674,-43.1751582668682,-43.15666547881557,0.9576656607302249,pos
-56.4215159636814,-43.47005704782278,-52.13165550979411,262.40159501275,-55.70397324117903,-54.674393250272765,0.8899674131595369,pos
-53.40559561559976,-45.468808159642634,-51.378839902538935,256.62461568093005,-53.27148121148422,-53.09989079166456,1.0291187493993657,pos
-56.94032459849473,-15.490675311290618,-53.6080017222835,240.00056602886525,-57.02637516772454,-56.935189229071746,2.1127340823970036,pos
-25.436902132945978,-192.7078588257828,-23.819501471330074,292.6311865432295,-25.5247814901219,-25.14214262304861,0.9661766156882092,pos
-32.27215306584449,-29.09581817559722,-29.029761997913646,154.65868861529768,-32.066549495707946,-32.194405880234356,0.9966225724739657,pos
-48.74761637650203,-111.45525506650169,-47.27928008947644,304.85658706732886,-48.80859745511047,-48.56583807973837,0.718608903317288,pos
-18.68857548314731,17.163653136113616,-18.157569627483547,57.03153339716259,-18.73889584049548,-18.610145582149872,1.0000915164271986,pos
-32.39521846863164,-31.134725840407643,-31.46572716935818,159.7063538091325,-32.34213309288058,-32.368549237854396,1.0000269978401728,pos
-66.44351390972857,-44.638713248025006,-64.74068344151334,307.7609397424698,-66.18272539347409,-65.75530374972867,1.0518909632923226,pos
-49.720055808252056,-33.156620759045396,-46.98589693413307,229.251364846991,-49.72922670999967,-49.65956463556075,1.1053631627336806,pos
-41.76439510085158,-40.32096476804386,-40.83393925908907,206.3348387583827,-41.71447230860936,-41.70106732178887,1.001656356016763,pos
-55.997434605052135,-50.22312751854883,-52.224265319563216,268.4930603997988,-55.39670190455074,-54.651531052084174,1.0963847516567153,pos
-71.64331736371912,-22.6744428461855,-69.01661718759662,306.25924990710274,-71.61933791200399,-71.30553459759737,1.0,pos
-49.37285110992028,-62.82824407615093,-48.25136249292936,259.0960267388173,-49.427101662244354,-49.21646739757232,1.0,pos
-59.1724337702728,-38.91938267759906,-56.13824861920167,271.44790996016724,-58.88259653385954,-58.33524835923412,0.9997581157267436,pos
-58.62955276744999,-52.414498381242815,-57.41968305398288,285.47073236537216,-58.610647581948406,-58.39635058074781,1.015834809071059,pos
-66.55688091037123,34.48255126505739,-63.548188687574786,229.06867617743148,-66.76221047524832,-66.68394736929457,1.0002789011295496,pos
-34.486792305003675,-32.48369170263769,-33.92793171706038,169.80642771104237,-34.445384172149886,-34.46262781419073,1.0000463263226165,pos
-34.909474253231785,-184.9182382051704,-32.841632517830895,322.5410626196602,-34.99572585357598,-34.87599178985081,0.9197486761368412,pos
-73.1928661993507,-36.2597628353381,-71.35974687406397,326.4435700003008,-73.07157123560287,-72.55962285594529,0.8061593458519949,pos
-33.88583282439453,-14.452014509555971,-25.633797181902548,140.76243186524948,-33.15765814963471,-33.633129199761704,1.2460752219679272,pos
-48.55680734519716,-45.26476981874674,-46.328134986079995,236.1486844403979,-48.24235407831412,-47.756618212059806,0.98015625,pos
-41.47248109779202,-40.27705898650661,-38.91937941690356,203.2380710978669,-41.35138458449217,-41.21776701217253,1.003525829371227,pos
-77.81598520790453,20.968645722882894,-75.43833225731659,288.10164873170277,-77.92934551837519,-77.88663147098927,0.8125502070073534,pos
-5.774620621828188,-233.85366768422045,-4.865600247732899,255.78172637754218,-5.847134903436377,-5.440702920324343,1.0104012765203003,pos
-36.700748605851366,-22.79132783425804,-33.46691164772091,165.81686655803244,-36.285774635460875,-36.5721038347413,1.0,pos
-42.19750319931798,-39.54046143314523,-41.13164473183885,207.17856292344916,-42.15938030807198,-42.149573251075054,1.0,pos
-61.399005857745856,-30.286032034465396,-59.59257196144655,274.0740861314661,-61.43603006748759,-61.36044621032072,1.0000325203252032,pos
-47.937956220758274,-44.74275739432573,-47.116010965347144,235.47239805026828,-47.88601468113293,-47.789658788704166,1.0,pos
-80.2094023643528,152.13820823636283,-78.89219664218099,167.1701901128396,-80.19345702145341,-80.0133423212152,0.9047619047619048,pos
-82.78903417135257,88.16063256196004,-81.25072623656874,240.91437863287587,-82.57006419715606,-82.46518658975869,0.9997880890259199,pos
-64.44104492284671,30.85472360459967,-60.86619782797933,222.7465360657758,-64.36120983927852,-63.932807080270905,1.0,pos
-57.92579824305647,-40.60631346186122,-53.6565754871368,265.8897454290693,-57.291977243794655,-56.40908099322033,1.3910820362433265,pos
-67.53366899230063,-50.638850048598755,-65.87300788915829,318.3470061587262,-67.28433946000135,-67.01713976866709,0.977567147922412,pos
-27.595766053262977,-23.257973185804676,-26.961554994523816,132.90557514613496,-27.51975004650883,-27.57053086603472,1.000045828464059,pos
-20.880455642557994,-18.766284271500034,-19.91714691073769,101.26941091074282,-20.842618521411477,-20.862905564535666,0.918881061261484,pos
-57.93100558532046,-86.05925791813902,-55.46440787904345,315.41577479421716,-57.99116713094848,-57.96993628076548,0.9033834333086204,pos
-27.083624105575343,-24.26276778925096,-26.403100115884563,131.90706062111764,-27.0830499789239,-27.074518631482896,0.9798467725628525,pos
-50.84409054006974,-36.03324437617785,-49.92650770642994,238.6370114760132,-50.92651167521149,-50.906657178124235,1.0004005533758884,pos
-38.76420084003339,-156.45602265762898,-37.20698082430206,309.8623867225866,-38.827168024465784,-38.60801437615612,0.9581193634433577,pos
-42.94609421848776,-22.145152232969075,-26.8968929759793,174.95703613929254,-41.67521629104062,-41.29368042081578,0.5947309417040358,pos
-40.14668389708406,-155.9526916724533,-38.4277187302581,314.82429448478064,-40.213264453342894,-40.083935731642306,1.029035689229864,pos
-35.40896235916613,-156.99509762486136,-34.47232634530943,297.13092106992866,-35.44459289123964,-34.80994184935221,1.0432045779685264,pos
-57.08561185079068,-32.63879308399654,-54.22030821533724,257.44549742477625,-56.88942159509433,-56.61136267955736,0.9691712073415544,pos
-81.78489445809699,155.94595153788956,-79.68097477141472,168.4750893659094,-81.6134407348373,-81.34173093944975,1.1842914979757084,pos
-68.11506308531473,-36.95836034248791,-66.83370740380747,307.40757762750434,-68.08314893256346,-67.41729786333086,1.0000200308475051,pos
-62.17643425151998,-34.28472965432087,-59.43208112616527,279.34614020523657,-61.994034521685386,-61.45886065154492,1.1821986183144677,pos
-55.26489273596714,-44.65545949979253,-53.73299221770687,262.7443926570806,-54.833513819459064,-54.257534384154994,1.014836497320659,pos
-52.75111835374554,-41.6081837244593,-49.83075991761157,248.6588087356454,-52.39080142209055,-52.077945317738426,1.4262250054932981,pos
-27.494609964441068,-187.95607216553344,-25.8742498169936,296.2157816844949,-27.578950837439443,-27.311898900087428,0.9437628389966265,pos
-33.26920114064571,-25.27269987081116,-31.52433802698173,156.27526834809618,-33.144205046963066,-33.06482426269441,1.0002983993599113,pos
-74.33577824427076,208.7154105407799,-58.1002863507415,73.16564042040257,-74.88029404258235,-74.56469232358793,1.559313725490196,pos
-19.44305125577317,-16.070405943786277,-18.986481393924358,93.20053749267673,-19.27256622483318,-19.42803267435971,0.9999343645393485,pos
-41.250601618024746,-50.57484812152827,-37.56511269856788,211.68639464381332,-41.15700997431824,-41.13882223137426,1.0134752728742757,pos
-54.711886573016415,-43.05649446331448,-53.144898414109974,259.194542760907,-54.38938486013531,-53.89187845033082,1.0000569436488975,pos
-37.7729955514253,-33.85592636330608,-36.25432359212257,183.22838113136245,-37.70439071753184,-37.640744906976614,1.000023850109831,pos
-51.410747715059614,-61.84296988338506,-48.046152245653104,263.86971050194234,-51.407660662261236,-51.16217999558326,0.954715016916804,pos
-41.324983196424164,-38.42710828978145,-40.62986497952748,202.93108272674402,-41.280648105573334,-41.2684781554376,0.9999517001545595,pos
-53.319533336772885,-70.63136034968197,-50.79167004617595,281.24717022238576,-53.29295832025805,-53.2116481694968,0.9665094339622642,pos
-63.492802822498916,-43.1943666926405,-61.354208744449785,295.1161672203734,-63.5391319646365,-63.53565699614797,1.0,pos
-51.454818535030036,-41.644713562149356,-50.335097208294556,246.40236110238095,-51.49245320696639,-51.47527858994059,1.0,pos
-21.824676588325385,29.02825377474354,-21.18844022488414,57.38697212548081,-21.802348039955334,-21.599761047059506,1.0000009124179254,pos
-56.1152515116947,-41.116906682178204,-54.6880140779517,264.15969412043745,-56.161440763203544,-56.07808108540926,0.8495187702412991,pos
-50.741181383928534,-42.43808144468783,-47.81172326527062,242.34756756533085,-50.648886538239864,-50.70769493320386,1.1095489821167472,pos
-70.157023587439,-53.062794955039145,-68.61325652157431,331.54356634492314,-69.98065565788917,-69.72983562298134,0.915496563540046,pos
-47.317614431602756,-107.09915383973816,-39.49038667638112,288.1707151966191,-47.24753732064179,-47.01602292825499,0.701161656468919,pos
-56.43765065278673,-43.85353658327321,-54.49232733020229,267.4975447638402,-56.42504493508416,-56.28898526249393,1.1102141972030448,pos
-9.07296789639476,-228.00469217578532,-8.07250082698488,263.28278326989715,-9.142331435751869,-8.990290934980113,1.0259513380763097,pos
-61.111407479031236,5.437864987040889,-57.793212873288155,235.05169279733497,-60.999111972451296,-60.585825459605104,1.0,pos
-40.254316524258925,-35.93485052949241,-37.16647986305655,193.7537661761541,-40.18805939536867,-40.21005986397762,1.0,pos
-40.733933356862636,-152.4797195496495,-39.11684751518647,313.7786888673727,-40.8004440559335,-40.647744389740524,1.2346269296740995,pos
-60.531125504694074,-0.7969912919862165,-58.46698877150024,240.70620546604425,-60.53435219644108,-60.37674770142263,1.0000489668005093,pos
-52.62779788708036,-58.95093919117136,-51.06520632811914,267.7771519853176,-52.623223461614785,-52.50998511733195,0.8051577891280555,pos
-21.77592990872624,-20.764692306080512,-21.256345037028748,107.32110249831399,-21.76222771330713,-21.761907533171275,1.0204653510695623,pos
-56.71039365697172,-31.304626833283233,-55.22593634542622,256.2554434753369,-56.62955847330703,-56.38492816634867,1.2122799319914441,pos
-73.62116722499927,-4.706672676898568,-67.47884911505578,292.08010105548857,-73.50134752445193,-72.77206451408327,1.0002977667493798,pos
-51.59109803881163,-50.88173132609998,-49.579189297332135,254.65617783937105,-51.407175652261536,-51.19698352486585,1.0670559222455938,pos
-56.6649810978128,-50.889249524542215,-53.910636998713755,274.7646265973134,-56.65412585809107,-56.645633118153384,1.0,pos
-34.26563290373129,-28.60605806014502,-32.74806702084557,164.06122414941635,-34.19578880973012,-34.24567735496438,0.9317510745655018,pos
-63.31965672736759,-68.6237689936139,-61.55570400313265,320.053133387677,-63.31701611918924,-63.236987544373605,1.1155905734707838,pos
-55.88854630770134,5.982900410772853,-52.08195150806698,212.84792722768555,-55.73101356769082,-55.129316254999296,1.0,pos
-24.445868635912134,-197.25985667979984,-22.961106505242572,293.47466816130674,-24.530599383964727,-24.27723695638764,1.0610601614086574,pos
-52.8925431908578,-41.65036630394018,-50.00624296876745,249.5383680340857,-52.65832218788262,-52.330893382637505,1.0446746347941567,pos
-13.554306907805154,1.8897296885379986,-13.391599774907247,52.12635482447777,-13.560969661887121,-13.509208168416238,1.0000897129186603,pos
-58.78743150472809,-37.95854298803795,-56.21340345341093,267.9887485158788,-58.027759456944175,-57.00161111275766,1.0000176379455707,pos
-84.0612462490391,149.06100513062125,-82.28110833168309,184.96934568413735,-83.97470126644423,-83.71329496759213,0.8073044330835493,pos
-66.86839214623673,-3.0448969360261153,-65.2435013648571,269.0147518539624,-66.95758218278797,-66.90037922405423,1.1725513025760443,pos
-32.955575143596285,-31.502386405566753,-31.729989287954613,161.9973199290234,-32.903338564934536,-32.906030526971215,1.0963769409245048,pos
-66.0385577716079,29.697613910190626,-63.32118976346404,232.03681401179543,-66.21783228564821,-66.1568481012658,1.0001306591755406,pos
-15.518316183392098,-219.83654558493518,-14.437929197957358,280.7791113902021,-15.586982829822206,-15.399337594095108,0.998404888071807,pos
-91.28200101284494,83.03441101605817,-87.81148010274579,278.7487798851976,-91.43256333496966,-91.25714645069544,1.000517449548669,pos
-81.80141059958741,61.71819438423318,-80.10008689197458,262.98966656017245,-81.51651245649025,-81.28985099635348,0.9999386672391057,pos
-41.79139087956321,-36.17368224838653,-40.933821104656055,202.35356154003927,-41.73390283041566,-41.72076447701781,1.0000198062944403,pos
-56.1858165200718,-38.4360113128689,-54.77022569016905,261.7678195646679,-56.215366208999164,-56.16039983255885,1.2394000703729768,pos
-47.55626314553932,193.6175303519474,-47.316099600226806,-3.591548999796572,-47.58654638905795,-47.56707221732681,0.6047670620140705,pos
-57.53785848262721,9.256482610061044,-53.336791013043296,215.7253838123999,-57.35164471056104,-56.75557221622931,1.1854748159742712,pos
-53.726450515952706,-32.10793814172456,-53.23369938332345,246.58559244413502,-53.76908312252632,-53.748421280607985,1.0,pos
-48.14698985002642,-86.63706576814594,-44.38282087647191,275.35074301937146,-48.17671257731308,-48.00715394741403,1.3470524227101068,pos
-35.382499522232784,-34.54012336457274,-34.31555930448951,174.91806751007329,-35.33960379449747,-35.3402815242808,1.0,pos
-56.25068970543394,-63.99343697170172,-53.86633286000565,286.2335596147477,-56.17554373458171,-55.947556343024615,1.1954899033550719,pos
-50.34704438096698,-46.52167269371805,-49.507310547176424,246.29899936892036,-50.11972687603731,-49.803244871021526,1.0000311148448926,pos
-103.75175896029434,229.0860947460139,-101.6570834202127,183.7449847532046,-103.89580179192576,-103.52643532678583,0.9657323609524646,pos
-14.50562263080052,-8.429688619954078,-13.358914110006712,65.27956673375652,-14.499429132041143,-14.485912240954065,1.0901128668171558,pos
-13.078012774458937,-8.300090523874895,-12.737217558397578,59.97733070678724,-12.983127027243178,-12.878882822812642,1.0259639303482586,pos
-44.27832976559423,-38.95293097234133,-38.255712347177294,209.9149715741593,-44.23669801465447,-44.19130047439192,0.9109393036441221,pos
-55.42325472944174,-44.66029176766433,-53.094405043174625,263.1451331980282,-55.146357389381464,-54.82082426836594,1.0,pos
-55.45425349648929,-67.09426241039375,-53.98739301358073,287.4528469726774,-55.48696884168945,-55.4299692105241,1.147794846382557,pos
-56.88531359456508,18.54977309268135,-52.37833698737142,203.52290297532653,-56.73295847887068,-56.07606700720072,1.5048787098522836,pos
-83.19245728814327,125.92565838259776,-81.39058572219385,204.62473572166704,-83.09171530807663,-82.87563578585109,1.3118232744116076,pos
-54.525140730502144,-48.24276360409646,-52.69223286858205,264.3997473528517,-54.528498991327574,-54.41111115834344,1.0,pos
-84.75619251610259,153.3841846563558,-83.35395912077958,184.06061323511761,-84.7486696055651,-84.58597664902634,0.7091835655833034,pos
-57.11135442378351,84.83581365489961,-56.14292347412329,142.69788052183705,-57.204454167589944,-57.07496211123997,2.594879378870506,neg
-66.48794746662912,-43.73914330981095,-65.22426103608016,307.52207317666796,-66.36245597611567,-65.7082653880322,1.0431461722348552,neg
-54.23597922274389,-55.998689206901744,-49.87255150253281,268.3731494463172,-54.14685181207281,-54.11907770206587,1.0829855581360575,neg
-17.74380227550032,-16.860315881496515,-16.96207166712452,86.85062665449425,-17.54134010437416,-17.743096725998722,1.000043267566632,neg
-47.996970189538025,-46.53171190696687,-46.63052017844724,236.76928629827609,-47.877007260131506,-47.73307676319236,0.9401925360689289,neg
-70.74033802064152,-20.71917479724156,-69.67050087988657,301.2171230306031,-70.61111697413102,-69.4759923587025,0.904491055288911,neg
-55.43128301162122,-49.53406405223282,-53.6695708379648,268.1028431927659,-55.00252593581,-54.465399355136924,1.0455360344209395,neg
-67.08728620520175,90.61348333031232,-65.77866340164076,176.43027745763152,-67.19219690503381,-66.98561427606748,1.9900809608063912,neg
-47.81987011780769,-25.632750446233942,-44.91132002551886,214.0313625143534,-47.85944490486331,-47.807977019929616,0.8449123970596363,neg
-74.76231847343038,42.113405789867684,-72.51456378319176,253.13875600711623,-73.80652671109226,-74.16875282926942,1.5004089715441904,neg
-38.328121199292234,-42.54381863646183,-37.068729919237576,194.4023299238287,-38.15379789537253,-38.307862273464416,1.1144529798042373,neg
-73.03279649328216,48.32610400881971,-69.57087150380465,237.0931377105944,-71.12165662191838,-71.69391710040883,1.0163438035825034,neg
-67.29620020316291,-72.3931710629784,-65.50452344827323,339.7217309516199,-67.29103534938018,-67.23680088782534,1.000025660106233,neg
-60.92598516092199,-41.27222594923479,-58.11485755781557,278.9870869729998,-59.936481676429985,-58.73753662859741,0.9999039385206532,neg
-20.05777176704055,-21.085951081865296,-19.519126459297485,100.7701825013122,-20.05225646520372,-20.055076727905174,1.0000250100040016,neg
-78.47039594276235,-11.617795589089866,-75.30137554946192,321.1018136720368,-78.31740545405816,-77.3948411366644,1.0000884877444474,neg
-60.75342788802155,-44.50163280151604,-58.254089198026996,284.9418326390511,-60.76355111311213,-60.66913163837435,0.9368666278392546,neg
-65.75188195474814,-46.65853783609126,-64.49044576811376,308.4354459725327,-65.7842387258469,-65.75034168773233,1.0,neg
-62.62517672397632,-72.41969347106999,-54.496255546519244,314.26450060718463,-62.54393642398267,-62.17943844163618,1.0,neg
-27.240359327222173,-26.04076807336097,-25.393150105624596,133.0373391026792,-27.17127433516536,-27.191787261306143,1.0,neg
-74.97756408529362,4.8093513343283405,-73.22602947124322,293.60665414051226,-75.10923265835063,-75.10317925995304,0.9999705397124676,neg
-42.7518142788784,-42.65062648294328,-41.44582141080139,212.2056036474786,-42.69995736871645,-42.65738410613916,1.0225463798562002,neg
-61.06819099346483,-31.276727477394893,-57.7939478104733,272.2405423655134,-61.10579585277484,-60.99588023140562,1.0002611873191307,neg
-52.40188610558496,-79.31058808773787,-50.02827649204068,286.4311601899543,-52.35282768998905,-52.3375818146016,1.128440366972477,neg
-60.46652862877933,42.00255446063915,-59.37653697014922,198.8257340505233,-60.55864634916246,-60.42657656307127,0.9999736599499539,neg
-61.405899405652036,-52.33215757299521,-59.58360813549875,295.8955442624797,-61.341984892348464,-61.23189425598532,1.0204815864022663,neg
-82.26107475968871,47.59398385692835,-80.7446215917371,279.20257541307774,-81.83188658027127,-81.95897633830894,1.0,neg
-69.97522433984525,-45.43315953662732,-67.83153085030584,323.1928407039495,-69.98348441831364,-69.96944155885711,1.0000002606793048,neg
-81.64868187354656,9.195434019480844,-78.78745773002392,312.0813832438671,-81.29581320631333,-79.54486445346407,1.0,neg
-48.94271433867632,-46.2183804174138,-48.019563500531106,240.68291609300076,-48.83583501911317,-48.66642281726639,1.0,neg
-58.66031662165997,-52.241338076508946,-57.08181601458835,285.28436981651816,-58.69113773480189,-58.60976136895914,1.0,neg
-12.227703650499352,-12.0280259046951,-11.96657856830942,60.59540389054503,-12.14859792379134,-12.224497843249843,0.97297802362087,neg
-59.99894584789983,-10.52884094967276,-51.89376449192202,234.0175437400758,-57.45675569781346,-54.13923675276781,0.9895763281775387,neg
-60.82808036927397,-52.50406702486822,-57.730812309653196,292.4326872722664,-60.81029646094012,-60.55943110753083,0.7781408716878617,neg
-71.6142999690052,16.67297237984757,-70.02343554559457,265.9337194122354,-70.73217322048829,-70.23678305699494,1.0,neg
-15.074124018823648,-14.639562331860763,-14.666261159360797,74.47049894240484,-15.025353595720226,-15.065197836639413,1.0,neg
-66.72564449651898,-69.35019676663434,-64.886627851079,334.293641899938,-66.70516965293773,-66.62600313276793,1.0632814688431078,neg
-74.17085758417747,119.42080276920876,-68.82077294137456,172.38240106192112,-74.45281283945066,-74.35876046612724,1.0,neg
-67.2924595032279,-53.15461832299097,-66.00489459692115,320.9523977190089,-67.27677281009403,-67.22365248577482,1.0,neg
-42.75117867977575,-42.277025378870874,-41.64053143331272,212.006540957646,-42.62318303118284,-42.714622434503944,1.0163163852931043,neg
-70.81898269408546,-46.282976409274895,-68.22173595348114,326.68022602421524,-70.77182042932344,-70.58471053805016,1.6603570100409073,neg
-19.73985707449577,-18.066427390049423,-18.92532018981759,96.08303503982877,-19.632416544441913,-19.719013841024097,1.0,neg
-55.531160636555505,-49.46531459333426,-52.26179892026162,264.30851796949037,-52.91760599776927,-54.132637821569666,1.159871111661916,neg
-58.79587403561427,-42.98491114295542,-56.868621394995955,273.92559513544177,-57.548032687466,-57.728155874410135,0.5786008406965771,neg
-60.57891802149694,42.60831553016334,-59.40282691198526,198.5833301274785,-60.67489247250906,-60.53500825165061,0.9999716440764476,neg
-53.26219337645986,-49.5358976192261,-51.90745815467192,259.9132899438034,-52.854785319612326,-52.352955473833106,0.9556391834872847,neg
-60.78141686741723,-48.1060884625029,-58.405338497752254,288.743027250012,-60.77022920411618,-60.67995421822321,1.0229849595063634,neg
-80.63981552194043,39.90871689745328,-79.00637968830728,280.18190061921837,-80.1377919521781,-80.30663035424595,1.0,neg
-39.405241265037006,-37.94342999905254,-38.74208982862277,194.8454009998322,-39.378639208075654,-39.37600069904443,0.9573180219711823,neg
-78.80170028753459,-13.734259196298428,-77.4640290626599,326.1235608344976,-78.63748313530517,-77.48608915269966,1.094969609724888,neg
-80.9230713940635,36.03561725012289,-74.45623245508702,281.74780026372866,-81.25523170924478,-81.14888195545626,1.4604203935599285,neg
-54.43514361191782,-73.37135077953549,-52.296862629449635,285.0723228902869,-52.75030429022557,-52.21866157915825,0.9556144057056082,neg
-33.62039641385524,-32.9910227605719,-32.35111845250604,166.10677328779212,-33.58226381559344,-33.561971845265454,0.9472766299973169,neg
-68.4184571977465,-46.9453218028943,-66.95900504246468,319.0723912916256,-68.40862912331305,-68.34097812520712,1.0,neg
-41.13583505782011,-39.79138475310794,-38.275532228984396,200.91165578114817,-40.66763234396935,-41.041271397266385,0.9422652098632754,neg
-59.79810917835255,-47.69274353172526,-58.70629027670928,285.7105433572811,-59.78977371686452,-59.72362665362932,0.95984907295409,neg
-66.00445391677144,-32.80677637089108,-64.19698350878677,294.7394148068171,-66.02407179760621,-65.70712921276167,1.0,neg
-54.4142936116744,-50.50204696739045,-53.213609155679414,265.70455332831466,-54.017215580598155,-53.557388012972076,1.0,neg
-73.9610127769269,5.026639001411033,-71.30357507171007,286.6185427633817,-73.99572538405644,-72.38486853209922,1.0,neg
-61.598464789645796,-60.59386165386334,-60.20746883524741,305.21116236204466,-61.495498592914586,-61.31586849037362,1.0,neg
-44.58414223572569,-43.032320617681854,-42.64198925781176,218.95845379053597,-44.45259514239281,-44.24740653692396,0.9069644208932627,neg
