,0,1,2,3,4,5
86,5.5,4057,110,12260,0,0
87,5.0,4152,30,12261,0,0
89,12.75,11945,130,12261,2,50
90,3.0,2598,31,12262,1,2
91,22.5,20625,75,12262,2,104
92,-0.49,-1536,117,12262,0,0
93,10.0,4641,126,12262,2,40
94,-0.49,1289,31,12263,0,0
95,9.0,6373,34,12263,1,43
96,20.5,22367,76,12263,2,104
97,0.25,1143,129,12263,0,0
98,-0.49,1634,199,12263,0,0
99,-0.49,1746,280,12263,0,17
100,11.75,5971,36,12264,2,46
101,20.75,18983,77,12264,2,151
102,7.0,4394,31,12265,0,2
103,21.75,21562,74,12265,2,54
104,11.0,6147,35,12266,0,0
105,21.0,17032,75,12266,0,8
106,19.75,18397,76,12267,0,3
107,18.75,17657,74,12270,2,4
108,14.25,10312,135,12270,0,0
109,21.5,18783,77,12271,0,5
110,18.75,18477,74,12272,3,39
111,11.25,7588,129,12272,0,1
112,9.5,6106,33,12273,0,2
113,22.0,20120,76,12273,2,43
114,9.5,5763,139,12273,0,8
115,8.25,4824,31,12274,0,0
116,19.0,19364,73,12274,1,50
117,8.0,4706,117,12274,0,2
118,15.5,9682,66,12275,2,43
119,17.5,15641,114,12275,2,50
120,13.25,6902,36,12276,2,43
121,21.75,21734,79,12276,2,84
122,0.0,3188,148,12276,0,17
123,-0.49,958,176,12276,0,17
124,2.0,5901,226,12276,1,370
125,7.5,4923,32,12277,1,39
126,21.25,18889,74,12277,2,104
127,4.5,2685,111,12277,0,31
128,10.75,6702,34,12278,0,8
129,22.75,23263,78,12278,2,65
131,18.75,21698,73,12280,2,4
132,21.0,21606,72,12282,0,0
133,18.25,17381,70,12283,0,0
134,20.25,17641,75,12284,0,3
135,12.25,7174,34,12285,0,0
136,21.75,17858,76,12285,1,32
137,21.75,22529,76,12286,2,50
138,23.5,22203,76,12287,2,65
139,9.0,4595,133,12287,0,2
140,11.0,7232,34,12288,2,34
141,22.25,19911,77,12288,2,72
142,7.25,3444,127,12288,0,2
143,-0.24,1872,288,12288,0,0
144,-0.49,982,4,12289,0,0
146,-0.49,3960,38,12289,0,0
147,-0.49,-1017,61,12289,1,1
148,19.75,21367,76,12289,2,90
149,-0.49,2936,202,12289,0,0
150,0.0,2722,247,12289,0,0
151,-0.49,-1641,257,12289,0,0
152,4.5,3192,31,12290,2,10
153,-0.49,571,67,12290,0,0
154,21.75,22679,75,12290,2,151
155,5.75,2137,117,12290,2,10
156,18.75,20791,73,12291,3,72
157,7.0,6305,116,12291,1,39
158,12.5,7757,33,12292,2,40
159,22.25,22807,76,12292,2,72
160,3.0,1903,228,12292,0,0
161,6.0,3163,31,12293,0,0
162,19.0,19266,73,12293,2,54
163,7.0,7671,116,12293,2,10
164,8.25,3646,31,12294,2,10
165,22.25,19576,76,12294,2,72
166,6.25,3590,124,12294,2,10
167,0.75,3550,2,12295,0,0
168,-0.49,1420,26,12295,417,417
169,11.5,8137,33,12295,2,50
170,20.0,19144,74,12295,2,151
171,-0.49,1657,125,12295,0,17
172,9.25,7969,127,12295,2,50
173,0.0,664,198,12295,0,0
174,1.5,2289,30,12296,0,0
175,22.5,20169,73,12296,2,72
176,8.25,5445,118,12296,2,10
177,8.0,4967,31,12297,0,0
178,19.0,21391,75,12297,3,50
179,8.25,6055,124,12297,0,4
180,22.75,21016,75,12298,2,43
181,11.0,7515,130,12298,0,0
182,23.25,22362,76,12299,0,38
183,19.75,20881,75,12300,2,39
184,6.75,8132,32,12301,0,0
185,18.75,17520,72,12301,1,42
186,10.25,7740,120,12301,2,9
187,9.0,5085,31,12302,0,4
188,22.25,20341,75,12302,2,65
189,7.25,3664,123,12302,0,4
190,10.0,7971,32,12303,2,40
191,21.25,18568,74,12303,2,79
192,4.25,2702,117,12303,2,10
194,-0.24,3474,296,12303,0,144
196,-0.49,-805,33,12304,0,0
197,19.0,20007,73,12304,4,144
198,12.75,8507,153,12304,2,50
199,22.25,19433,73,12305,2,65
200,10.75,6421,124,12305,2,29
201,11.25,6692,33,12306,0,0
202,22.25,19852,77,12306,2,43
203,20.5,21566,76,12307,1,6
204,20.75,19332,77,12309,0,1
205,20.75,18865,77,12310,1,8
206,18.25,18640,72,12311,2,39
207,11.75,10771,129,12311,2,4
208,9.75,6685,32,12312,0,0
209,19.5,18901,73,12312,1,46
210,8.5,6016,121,12312,1,4
211,5.0,4088,30,12313,0,0
212,20.0,20534,73,12313,2,54
213,8.5,5872,119,12313,0,9
214,0.75,3120,31,12314,0,2
215,22.75,21095,75,12314,2,79
216,11.0,8053,130,12314,2,43
217,0.0,1131,304,12314,0,0
218,-0.49,-1746,308,12314,15,15
219,-0.49,2226,314,12314,0,0
220,0.25,1841,327,12314,0,0
221,-0.49,1519,341,12314,0,0
222,8.25,4217,31,12315,2,382
223,21.25,17795,73,12315,2,84
224,12.0,8351,131,12315,3,51
225,1.0,683,352,12315,0,0
226,19.75,18822,72,12316,2,72
227,7.5,3690,112,12316,2,10
228,6.0,3709,32,12317,0,0
229,22.25,23689,77,12317,2,72
230,10.0,4219,138,12317,2,5
231,8.0,4963,33,12318,0,0
232,21.75,22387,76,12318,1,49
233,18.75,16981,73,12319,1,39
234,13.5,7235,123,12319,0,0
235,12.5,8934,35,12320,0,2
236,17.5,12601,72,12320,2,29
237,12.75,9924,126,12320,2,10
238,9.5,5252,33,12321,0,9
239,18.5,18956,75,12321,3,50
240,8.5,7238,137,12321,1,10
241,9.5,5589,31,12322,2,10
242,17.75,20182,72,12322,4,62
243,11.75,9535,123,12322,3,46
244,0.25,1845,356,12322,0,0
245,-0.49,1644,4,12323,0,0
246,4.25,2941,30,12323,0,4
247,22.75,22882,74,12323,2,97
248,11.0,6026,128,12323,2,43
249,-0.49,566,320,12323,0,0
250,9.0,4186,31,12324,2,40
251,-0.49,2530,143,12324,0,0
252,9.5,6852,34,12325,1,43
253,18.25,18068,75,12325,1,46
254,8.75,6027,130,12325,3,10
255,8.0,3797,31,12326,0,2
256,17.5,19035,71,12326,1,10
257,13.75,7866,115,12326,0,0
258,22.25,22242,75,12327,0,2
259,23.0,21993,78,12329,0,0
260,20.0,22390,75,12330,0,4
261,21.5,20452,75,12331,0,5
262,20.25,18928,79,12332,1,9
263,18.5,19974,75,12333,1,46
264,9.75,6552,153,12333,0,0
265,10.75,8711,33,12334,0,2
266,22.0,18266,76,12334,2,50
267,9.0,5236,142,12334,0,9
268,22.0,22243,77,12335,1,71
269,4.25,3154,130,12335,2,10
270,11.0,6629,34,12336,2,40
271,20.0,17905,75,12336,2,97
272,11.0,6969,141,12336,2,50
273,-0.49,513,242,12336,0,0
274,0.0,-831,329,12336,0,0
275,-0.49,825,20,12337,0,0
276,2.5,5675,31,12337,0,8
277,19.25,21000,74,12337,4,137
278,-0.24,666,113,12337,2,17
279,4.75,2585,117,12337,1,39
280,-0.49,2779,135,12337,0,31
281,10.0,4731,33,12338,2,43
282,23.0,23055,77,12338,2,65
283,7.0,4846,128,12338,0,0
284,21.5,21953,75,12339,1,39
285,18.0,19038,74,12340,2,29
286,21.0,18628,76,12341,0,2
287,21.5,22266,75,12343,0,0
288,19.75,17223,71,12344,0,0
289,21.5,19757,73,12345,0,8
290,19.75,21131,74,12346,1,39
291,10.5,7408,127,12346,0,2
292,11.25,6882,35,12347,0,2
293,20.25,18478,75,12347,2,43
294,9.75,5692,146,12347,0,9
295,6.0,4754,30,12348,0,0
296,19.5,19057,74,12348,1,46
297,8.25,6745,119,12348,1,39
298,9.5,5038,34,12349,2,10
299,18.0,17238,75,12349,3,61
300,3.75,2373,117,12349,2,29
301,0.0,1921,131,12349,0,0
302,0.0,4603,203,12349,0,0
303,-0.49,1782,9,12350,0,0
304,10.0,4923,33,12350,2,40
305,19.0,18314,75,12350,2,83
306,-0.49,-1964,116,12350,0,192
307,0.0,1106,122,12350,385,385
308,-0.49,2460,14,12351,336,336
309,12.5,8234,35,12351,2,50
310,-0.49,1425,57,12351,0,0
311,-0.24,978,59,12351,3,3
312,17.0,17836,75,12351,4,83
313,8.25,5347,122,12351,0,2
314,10.0,5503,33,12352,0,3
315,16.75,17396,72,12352,2,50
316,7.0,4135,113,12352,1,4
317,20.5,23000,73,12353,1,39
318,18.0,13633,78,12354,0,0
319,21.0,19303,72,12356,0,0
320,20.25,17484,72,12357,0,2
321,21.5,19719,75,12358,0,8
322,21.75,19671,75,12359,1,39
323,10.0,7908,36,12360,0,4
324,17.5,17205,76,12360,3,39
325,8.5,3690,121,12360,0,0
326,8.25,6101,32,12361,0,0
327,20.75,20585,73,12361,2,50
328,13.5,8757,123,12361,2,10
329,11.75,8240,37,12362,1,39
330,17.25,17095,76,12362,2,61
331,8.5,4787,237,12362,1,5
332,1.25,606,16,12363,1,1
333,6.75,3010,33,12363,1,39
334,19.25,23034,78,12363,5,150
335,0.0,-2545,92,12363,0,0
336,5.5,1328,119,12363,0,1
337,-0.24,-362,270,12363,0,0
338,-0.49,2186,273,12363,0,0
339,-0.24,3127,343,12363,0,0
340,11.25,6344,35,12364,2,43
341,21.5,19510,77,12364,2,151
342,0.25,2371,82,12364,0,272
343,-0.24,975,114,12364,0,0
344,2.0,2031,119,12364,2,10
345,-0.24,1541,173,12364,0,15
346,9.25,4583,33,12365,0,2
347,19.75,17994,74,12365,2,50
348,9.25,6683,126,12365,3,10
349,18.5,19547,73,12366,2,39
350,10.0,7926,121,12366,0,2
351,21.75,19559,73,12367,0,5
352,19.25,20120,73,12368,0,4
353,21.5,22284,73,12369,1,9
354,22.5,21134,74,12370,1,35
355,19.5,17912,77,12371,1,39
356,17.0,15235,73,12372,3,46
357,7.25,4192,31,12373,0,0
358,21.0,19746,74,12373,2,72
359,5.0,1995,115,12373,0,0
360,11.5,8996,36,12374,2,39
361,0.0,925,61,12374,0,0
362,21.25,18309,77,12374,2,108
363,3.5,1689,156,12374,1,4
364,-0.24,-1292,161,12374,0,0
365,-0.24,713,347,12374,0,129
366,-0.49,2899,13,12375,0,0
367,12.25,8388,35,12375,2,50
368,18.75,18036,76,12375,2,79
369,-0.49,2391,113,12375,0,17
370,-0.24,-1844,136,12375,0,0
371,-0.49,-1212,181,12375,257,257
372,-0.49,905,217,12375,0,15
373,0.25,2838,234,12375,272,272
374,1.5,1521,257,12375,0,433
375,-0.24,1724,325,12375,2,2
376,11.75,7007,34,12376,2,50
377,17.25,16507,74,12376,4,97
378,11.5,7431,137,12376,2,10
379,4.75,2825,30,12377,0,0
380,20.75,16734,72,12377,2,50
381,13.0,10425,131,12377,0,4
382,19.75,20609,73,12378,1,39
383,20.75,19922,75,12379,0,3
384,19.5,21245,79,12382,2,4
385,20.75,16806,73,12384,0,31
386,19.25,19842,73,12385,3,46
387,10.0,7384,128,12385,2,4
388,21.5,21301,73,12386,2,62
389,10.25,9768,129,12386,1,10
390,7.75,3130,31,12387,0,2
391,20.5,21227,75,12387,1,71
392,7.75,4535,131,12387,2,10
393,-0.49,768,300,12387,0,0
394,-0.49,3679,305,12387,0,0
395,7.5,4824,35,12388,2,40
396,-0.49,2246,61,12388,0,0
397,20.75,19001,77,12388,2,81
398,0.0,1450,84,12388,0,0
399,-0.24,4135,147,12388,0,0
400,0.25,2682,162,12388,0,0
401,0.25,1210,227,12388,0,4
402,-0.24,-550,259,12388,0,0
403,0.0,3160,263,12388,0,0
404,0.25,1160,301,12388,0,0
405,3.75,2424,31,12389,0,9
406,18.25,20966,73,12389,3,82
407,4.5,4645,115,12389,2,10
408,-0.49,3180,123,12389,0,0
409,1.0,4620,298,12389,0,0
410,12.5,7360,36,12390,2,43
411,0.0,3243,39,12390,0,0
412,19.5,15134,76,12390,2,65
413,11.0,5667,133,12390,2,43
414,9.0,5084,32,12391,2,7
415,18.0,17912,74,12391,3,61
416,13.5,9123,139,12391,2,40
417,20.5,21637,75,12392,1,61
418,9.5,4278,121,12392,0,2
419,10.0,6862,35,12393,2,10
420,20.0,19441,77,12393,2,50
421,7.75,3323,128,12393,0,2
422,10.0,6762,34,12394,1,39
423,19.0,19599,77,12394,3,68
424,15.0,10031,41,12395,2,53
425,-0.49,-3026,82,12395,0,0
426,-0.49,2907,290,12395,0,0
427,6.0,4805,31,12396,2,10
428,0.0,1711,44,12396,0,0
429,21.5,19599,74,12396,2,104
430,0.25,1860,107,12396,0,0
431,7.75,4719,120,12396,1,39
432,0.0,2397,133,12396,0,0
433,11.75,10269,35,12397,2,43
434,21.75,18499,78,12397,2,79
435,5.0,2267,146,12397,0,2
436,11.25,7297,34,12398,2,10
437,16.0,14077,73,12398,3,50
438,4.25,3025,111,12398,0,8
439,6.25,3010,29,12399,0,0
440,22.5,20439,73,12399,2,50
441,7.0,3074,117,12399,0,0
442,8.25,6791,33,12400,2,32
443,20.25,19646,75,12400,2,62
444,7.0,5618,145,12400,3,39
445,-0.49,969,347,12400,0,0
446,-0.24,3242,357,12400,0,0
447,-0.49,2604,12,12401,0,0
448,7.5,3385,31,12401,1,39
449,20.0,21193,73,12401,2,72
450,11.25,6451,158,12401,2,43
451,-0.49,-1086,227,12401,0,0
452,11.0,6826,33,12402,2,50
454,-0.49,2398,85,12402,431,431
455,0.0,929,112,12402,145,145
456,10.25,6206,137,12402,2,50
457,0.0,-1438,206,12402,0,0
458,-0.49,2269,241,12402,47,49
459,-0.24,2956,341,12402,223,225
460,19.25,16577,72,12403,2,50
461,11.25,11485,122,12403,3,39
462,21.25,17049,74,12404,0,31
463,13.25,8298,135,12404,0,2
464,22.0,19844,79,12405,0,2
465,22.25,21927,77,12407,0,0
466,21.0,19087,72,12408,0,0
467,22.5,20358,75,12409,0,8
468,13.25,7806,34,12410,0,0
469,21.5,22292,79,12410,2,36
470,9.5,4765,32,12411,0,0
471,19.5,17928,73,12411,2,43
472,9.5,6190,118,12411,0,0
473,10.0,5531,32,12412,0,3
474,21.5,19055,75,12412,2,62
475,18.0,16995,71,12413,2,50
476,16.0,12853,134,12413,2,50
477,3.75,4439,30,12414,0,0
478,0.25,2871,56,12414,0,0
479,19.75,16664,70,12414,2,72
480,6.75,3214,106,12414,2,10
481,1.5,1833,207,12414,0,4
482,9.0,5910,33,12415,2,40
483,20.75,18234,75,12415,2,101
484,-0.49,1666,138,12415,15,15
485,-0.24,801,223,12415,257,257
486,-0.49,800,226,12415,0,15
487,-0.24,760,293,12415,0,479
488,18.5,16403,75,12416,2,46
489,12.5,8789,37,12417,1,39
490,20.25,16488,77,12417,1,9
491,23.25,21596,78,12418,0,2
492,21.5,18938,73,12420,0,0
493,18.25,16353,75,12421,0,2
494,20.5,19744,74,12422,1,9
495,22.0,21120,74,12423,1,35
496,20.25,21414,75,12424,1,39
497,13.0,7841,36,12425,0,2
498,16.0,15515,75,12425,3,39
499,12.25,9816,139,12425,0,38
500,7.25,4432,31,12426,2,5
501,21.0,22606,75,12426,1,64
502,8.5,6832,134,12426,2,39
503,11.25,6561,34,12427,2,33
504,17.0,16359,74,12427,3,57
505,13.5,8628,129,12427,2,43
506,5.75,4381,32,12428,2,39
507,-0.24,1266,58,12428,0,0
508,19.5,17576,75,12428,2,82
509,8.75,8143,128,12428,3,46
510,-0.24,1223,326,12428,0,0
511,-0.49,2838,31,12429,4,11
512,20.75,21707,72,12429,2,111
513,-0.49,1323,115,12429,0,320
514,16.25,13119,137,12429,2,43
515,21.75,17618,73,12430,2,50
516,10.5,7443,119,12430,0,8
517,19.5,18122,74,12431,1,39
518,19.25,19674,73,12432,0,3
519,20.75,19055,72,12435,0,2
520,18.5,15462,68,12436,0,2
521,15.25,14130,122,12436,1,3
522,18.75,19604,74,12437,3,39
523,22.0,22905,79,12438,1,46
524,10.0,5447,32,12439,0,2
525,18.75,20267,75,12439,3,57
526,8.25,6477,128,12439,0,2
527,8.0,4734,33,12440,1,32
528,19.75,21358,77,12440,1,82
529,8.5,7403,139,12440,1,10
530,11.25,5592,34,12441,2,43
531,21.25,19287,77,12441,2,81
532,-0.49,-591,118,12441,0,0
533,1.25,2068,120,12441,1,2
534,1.0,1565,342,12441,0,305
535,9.5,6911,33,12442,2,40
536,13.5,8687,137,12442,2,50
537,0.0,1585,202,12442,0,0
538,10.5,7265,33,12443,2,10
539,19.0,13589,72,12443,2,50
540,12.0,6122,117,12443,2,40
541,22.5,21678,74,12444,2,50
542,6.75,5506,123,12444,0,0
543,18.75,18830,74,12445,2,39
544,19.75,20769,72,12446,2,10
545,21.75,22126,76,12447,2,43
546,7.5,4159,31,12448,0,0
547,21.0,24088,77,12448,2,50
548,8.25,3784,143,12448,0,0
549,10.5,6006,33,12449,0,9
550,18.25,17164,74,12449,3,50
551,10.75,8588,125,12449,2,36
552,10.75,6253,33,12450,2,40
553,21.5,18863,76,12450,2,81
554,0.25,3609,166,12450,3,6
555,3.25,2259,209,12450,0,7
556,-0.24,-1966,252,12450,0,7
557,0.25,2837,315,12450,0,0
558,0.0,2979,18,12451,0,0
559,3.5,2083,31,12451,1,9
561,0.0,772,113,12451,0,240
562,15.75,10235,119,12451,2,72
563,9.5,4330,32,12452,2,47
564,21.75,22271,75,12452,2,65
565,10.0,7982,37,12453,2,29
566,15.5,12156,74,12453,2,10
567,10.75,6660,154,12453,0,0
568,22.0,19266,74,12454,0,2
569,20.75,17243,72,12455,0,0
570,22.5,22498,74,12457,0,0
571,20.0,20233,76,12458,0,4
572,19.5,21402,78,12459,1,9
573,20.0,19400,75,12460,2,36
574,10.0,6536,34,12461,0,0
575,19.0,20886,77,12461,3,39
576,23.5,23697,77,12462,2,72
577,5.75,3326,134,12462,0,0
578,15.5,12213,67,12463,2,46
579,17.25,17635,120,12463,2,54
580,13.75,12912,41,12464,2,50
581,17.0,10514,77,12464,2,72
582,5.25,2985,125,12464,2,10
583,-0.49,910,185,12464,0,0
584,-0.49,644,210,12464,0,0
585,-0.49,669,16,12465,303,305
586,2.0,2724,30,12465,57,88
587,-0.49,1502,64,12465,0,0
588,0.0,2792,85,12465,1,16
589,-0.24,3157,112,12465,0,0
590,11.75,8439,132,12465,4,51
591,0.25,3032,157,12465,0,0
592,8.25,6559,32,12466,1,10
593,14.0,10384,69,12466,3,39
594,19.25,17500,141,12466,2,50
595,19.25,22624,75,12467,2,39
596,21.0,18178,74,12468,0,2
597,19.75,16837,80,12471,0,0
598,20.0,17116,81,12472,0,4
599,18.0,17565,75,12473,1,32
600,20.75,18803,76,12474,2,43
601,16.75,15124,70,12475,3,43
602,17.0,11846,128,12475,2,43
603,8.75,5863,32,12476,0,0
604,23.25,23016,77,12476,2,79
605,6.5,4926,124,12476,2,4
606,10.25,6293,33,12477,2,32
607,20.0,19633,74,12477,2,93
608,7.5,4691,120,12477,2,39
609,-0.49,2108,129,12477,0,0
610,-0.49,630,141,12477,0,144
611,-0.24,-1684,312,12477,0,0
612,6.5,3201,32,12478,2,39
613,19.25,22374,77,12478,6,108
614,-0.49,950,79,12478,0,0
615,-0.49,1218,81,12478,0,0
616,9.5,5552,135,12478,2,36
617,-0.24,2994,343,12478,0,0
618,-0.49,2216,358,12478,0,0
619,-0.24,1632,30,12479,0,0
620,8.75,7810,34,12479,2,46
621,0.25,3042,35,12479,0,0
622,17.5,17578,75,12479,4,62
623,10.5,9041,136,12479,2,46
624,9.5,5950,32,12480,2,10
625,19.25,20077,76,12480,3,54
626,10.25,5923,133,12480,0,9
627,19.25,18409,73,12481,1,46
628,12.5,8810,123,12481,2,10
629,10.25,7501,35,12482,2,10
630,18.75,18809,77,12482,1,50
631,12.75,8937,66,12483,2,29
632,21.0,20867,138,12483,2,65
633,5.25,1766,30,12484,0,0
634,20.75,18937,73,12484,2,65
635,6.5,3007,114,12484,2,11
636,-0.49,-671,185,12484,0,0
637,1.5,2047,30,12485,2,9
638,21.25,20807,75,12485,2,83
639,-0.49,417,107,12485,0,0
640,9.25,4798,129,12485,2,40
641,0.25,2314,175,12485,0,0
642,0.0,2158,177,12485,2,2
643,-0.24,748,246,12485,272,272
644,-0.49,1764,19,12486,0,431
645,12.0,8076,34,12486,2,68
646,17.25,16184,73,12486,2,97
647,7.75,4008,118,12486,1,4
648,20.25,19754,72,12487,2,62
649,16.5,11143,138,12487,2,43
650,21.5,18598,76,12488,1,39
651,22.0,22548,75,12489,0,2
652,19.75,17516,75,12492,0,2
653,18.0,18821,74,12493,2,9
654,22.5,19188,74,12494,2,36
655,22.25,19817,74,12495,2,43
656,11.0,7055,131,12495,0,2
657,6.0,1886,29,12496,0,0
658,22.5,19545,73,12496,2,58
659,2.0,4070,230,12496,0,0
660,8.75,6938,34,12497,1,32
661,19.0,17740,73,12497,2,65
662,9.5,8985,154,12497,2,39
663,8.75,3400,32,12498,2,40
664,22.5,21697,76,12498,2,97
665,-0.24,2070,89,12498,0,0
666,-0.49,965,101,12498,0,0
667,-0.49,3049,168,12498,17,17
668,0.0,694,182,12498,0,15
669,-0.24,1117,203,12498,97,481
670,-0.49,-1779,222,12498,0,0
671,3.0,1472,229,12498,2,145
672,-0.49,1486,296,12498,1,1
673,-0.49,473,349,12498,0,0
674,-0.49,-706,5,12499,0,0
675,0.25,2164,31,12499,2,10
676,22.25,23167,78,12499,2,133
677,4.25,1477,121,12499,1,10
678,5.25,1968,31,12500,0,0
679,22.75,22223,76,12500,2,65
680,10.75,5895,140,12500,0,8
681,19.75,19138,75,12501,1,39
682,21.75,19212,75,12502,0,1
683,21.0,22959,74,12504,0,0
684,21.5,20774,72,12505,0,1
685,18.75,17366,78,12506,0,4
686,19.0,19584,73,12507,1,39
687,22.5,23742,76,12508,1,46
688,9.5,5747,143,12508,0,0
689,8.5,2913,32,12509,0,0
690,21.25,20879,75,12509,2,50
691,12.75,9037,140,12509,2,10
692,8.5,6402,32,12510,0,8
693,21.75,20623,75,12510,2,72
694,3.75,5281,118,12510,2,10
695,0.25,2601,314,12510,0,0
696,-0.49,1108,28,12511,0,0
697,5.5,3312,32,12511,2,29
698,-0.49,-1005,37,12511,0,0
699,22.0,22073,76,12511,2,86
700,9.5,5681,152,12511,2,39
701,0.25,2346,192,12511,0,0
702,1.5,2368,31,12512,0,9
703,20.5,19910,74,12512,2,104
704,9.0,6604,118,12512,2,46
705,-0.24,2036,172,12512,175,175
706,-0.49,-3030,197,12512,0,128
707,-0.49,2479,243,12512,0,0
708,12.5,6595,36,12513,0,8
709,18.25,20158,77,12513,3,50
710,6.0,3435,126,12513,0,0
711,21.5,20158,76,12514,1,35
712,22.5,23691,78,12515,0,4
713,21.75,20878,75,12517,0,0
714,21.5,21522,75,12518,0,5
715,20.75,19846,72,12519,1,32
716,21.75,22770,75,12520,2,43
717,11.0,6715,131,12520,0,0
718,19.75,21797,74,12521,3,50
719,7.5,5662,122,12521,1,4
720,9.0,5102,33,12522,2,7
721,18.25,19656,75,12522,3,68
722,8.0,4578,129,12522,2,10
723,-0.49,-966,285,12522,0,10
724,-0.24,929,324,12522,0,0
725,8.75,6064,34,12523,2,39
726,23.25,20430,79,12523,2,104
727,2.0,1972,121,12523,2,2
728,-0.24,820,5,12524,1,273
729,-0.49,1548,23,12524,144,158
730,3.25,3322,31,12524,3,10
731,0.25,789,65,12524,0,15
732,-0.24,1022,68,12524,0,0
733,21.5,19826,74,12524,2,133
734,0.0,1841,120,12524,0,17
735,10.0,7013,126,12524,2,80
736,0.0,2370,126,12524,272,285
737,-0.49,1877,154,12524,15,15
738,-0.24,998,167,12524,0,0
739,-0.49,818,168,12524,0,273
740,22.25,20047,74,12525,2,50
742,15.75,10589,41,12526,0,8
743,21.75,18832,83,12526,1,39
744,21.0,15813,74,12527,0,0
745,21.75,17909,74,12529,0,0
746,22.5,21161,74,12530,0,3
747,22.5,21361,74,12531,0,8
748,20.75,18131,76,12532,0,31
749,11.5,9581,36,12533,2,10
750,20.0,15514,75,12533,2,40
751,11.5,6687,134,12533,0,2
752,12.0,7490,34,12534,0,3
753,22.25,23395,78,12534,2,65
754,7.25,7235,142,12534,0,3
755,22.75,23076,77,12535,2,72
756,5.75,5012,155,12535,0,4
757,9.0,4799,33,12536,2,43
758,17.5,19239,73,12536,4,78
759,12.0,8022,158,12536,2,43
760,-0.24,899,321,12536,0,0
761,6.25,2671,31,12537,2,29
762,-0.49,862,46,12537,15,15
763,18.75,16906,71,12537,2,82
764,-0.24,2125,102,12537,0,128
765,17.25,11817,130,12537,2,79
766,-0.49,1443,205,12537,401,401
767,10.0,5724,31,12538,2,43
768,21.75,19693,75,12538,2,65
769,8.0,6484,127,12538,0,9
770,13.0,9307,39,12539,1,39
771,19.75,21018,82,12539,1,39
772,23.0,21340,79,12540,0,2
773,22.5,22182,78,12543,0,3
774,23.0,21853,76,12544,0,3
775,22.75,20657,77,12545,0,8
776,22.0,20913,80,12546,2,39
777,19.0,17383,74,12547,1,39
778,12.5,7089,124,12547,0,3
779,19.25,19453,73,12548,1,50
780,8.75,7757,33,12549,2,29
781,22.0,19497,75,12549,2,72
782,10.0,4784,146,12549,2,11
783,-0.49,1998,243,12549,0,0
784,-0.49,687,290,12549,0,0
