iter	Logloss
194	0.5492847388
195	0.5489372315
196	0.5484249199
197	0.5480360389
198	0.5477756179
199	0.5472930894
200	0.5469476375
201	0.5466250978
202	0.5462544546
203	0.546043177
204	0.5457479176
205	0.5452642702
206	0.5448096797
207	0.5443227685
208	0.5440999833
209	0.5436978233
210	0.5431708214
211	0.5428292601
212	0.5426737983
213	0.5421520302
214	0.5419009092
215	0.5416148362
216	0.5412761828
217	0.540916292
218	0.5406055776
219	0.5401657275
220	0.5399273685
221	0.5397610575
222	0.5393650371
223	0.5390171326
224	0.5385788785
225	0.5382261475
226	0.5379343034
227	0.5375980726
228	0.5371775857
229	0.536712301
230	0.5364617955
231	0.5359402296
232	0.535509444
233	0.5352351496
234	0.5348946779
235	0.5346838546
236	0.5343418578
237	0.5337639217
238	0.5335965663
239	0.5333056375
240	0.5329170034
241	0.5324173662
242	0.5319835353
243	0.5316459823
244	0.5312263456
245	0.5309665278
246	0.5307593399
247	0.5304048757
248	0.5299918883
249	0.5297423364
250	0.5295252641
251	0.5291891573
252	0.5289731659
253	0.5286148181
254	0.528117142
255	0.5275437541
256	0.5270324534
257	0.5266092969
258	0.5262757442
259	0.5260730802
260	0.5258815791
261	0.5255616333
262	0.5252232855
263	0.5247972754
264	0.524584151
265	0.524405646
266	0.5240994692
267	0.5239462759
268	0.523522618
269	0.5233516114
270	0.5229960498
271	0.522664829
272	0.5223944974
273	0.5222511171
274	0.5218130004
275	0.5213375443
276	0.5210642648
277	0.5205784891
278	0.5204540941
279	0.5202535148
280	0.5199602333
281	0.5196234853
282	0.5194650518
283	0.5192662022
284	0.5189485552
285	0.5186568298
286	0.5183874104
287	0.518190988
288	0.5178682299
289	0.517737179
290	0.5175205275
291	0.5171844645
292	0.5169903405
293	0.5166351651
294	0.5163454431
295	0.5159708407
296	0.515642423
297	0.5153419451
298	0.5150343491
299	0.5147799344
300	0.5144756575
301	0.5142224723
302	0.5139254497
303	0.5135368562
304	0.5132542191
305	0.5130568935
306	0.512847591
307	0.5125098622
308	0.5121867461
309	0.5119458502
310	0.5116662317
311	0.5113494818
312	0.5111156425
313	0.5108165224
314	0.5105328039
315	0.5102577591
316	0.5099105764
317	0.5093938285
318	0.5091258369
319	0.5088281215
320	0.5086455078
321	0.5083872498
322	0.508085403
323	0.5078762109
324	0.5075255012
325	0.5073550533
326	0.5069323036
327	0.5066785154
328	0.5064839324
329	0.5061207145
330	0.5057442743
331	0.5055240345
332	0.5051292581
333	0.504917811
334	0.5046358928
335	0.5043903561
336	0.5040879246
337	0.5038702344
338	0.5034862655
339	0.5031847712
340	0.5028812627
341	0.502550635
342	0.5020538959
343	0.5018055063
344	0.5015645721
345	0.5013872236
346	0.5011034676
347	0.5007715407
348	0.5004398326
349	0.5000879216
350	0.4998705779
351	0.4995255569
352	0.4991378566
353	0.4989089066
354	0.4987148756
355	0.4984283862
356	0.4981179731
357	0.4979206428
358	0.4976333769
359	0.4973592524
360	0.497102214
361	0.4967609048
362	0.4965456767
363	0.4963977316
364	0.4961994301
365	0.4960480919
366	0.4958204073
367	0.495677431
368	0.4952423447
369	0.4949188086
370	0.4945307395
371	0.494178205
372	0.4940553116
373	0.4939001755
374	0.4934559996
375	0.4932576016
376	0.493070972
377	0.4926785487
378	0.4924877738
379	0.4923020941
380	0.4918542191
381	0.4915240562
382	0.4913262573
383	0.4908000736
384	0.490641422
385	0.490488955
386	0.490236186
387	0.4899809691
388	0.4898407118
389	0.4894825538
390	0.4891335772
391	0.4888917555
392	0.4886465426
393	0.4883133804
394	0.488129778
395	0.4879328314
396	0.487731317
397	0.4874039601
398	0.4871005948
399	0.4869521639
400	0.4865171734
401	0.4862832256
402	0.4860756806
403	0.4857072838
404	0.485472661
405	0.4851903277
406	0.4850589079
407	0.4846745864
408	0.4843147332
409	0.4840785812
410	0.4839620199
411	0.4834561358
412	0.4832424658
413	0.4830191118
414	0.4827781997
415	0.482552931
416	0.482290432
417	0.4820195171
418	0.481796859
419	0.48141177
420	0.4811488955
421	0.4809519495
422	0.4807777764
423	0.4806843714
424	0.4806298225
425	0.4804633525
426	0.4802134048
427	0.4798828406
428	0.4795853893
429	0.4792893351
430	0.4790261912
431	0.478941446
432	0.4787087124
433	0.4785571196
434	0.478398737
435	0.4780749699
436	0.4776687141
437	0.4773842174
438	0.4770871904
439	0.4768430018
440	0.4765319459
441	0.4763655068
442	0.4760871441
443	0.475875431
444	0.4755120416
445	0.4753564059
446	0.4751362294
447	0.4748708876
448	0.4747591158
449	0.4741462759
450	0.4738076471
451	0.4735856703
452	0.4734805471
453	0.4732430401
454	0.4730117305
455	0.4727800076
456	0.472563326
457	0.4722464839
458	0.4719925746
459	0.4719020591
460	0.4715455157
461	0.4712137036
462	0.4710475982
463	0.4708559752
464	0.4706245752
465	0.470414196
466	0.4700835206
467	0.4699516312
468	0.4697577183
469	0.4695740693
470	0.4693683451
471	0.4692434361
472	0.469008747
473	0.4687096285
474	0.4684380524
475	0.4682764518
476	0.468040111
477	0.4678050387
478	0.4676190537
479	0.4675295167
480	0.4673337753
481	0.4670739593
482	0.4668189493
483	0.4666570603
484	0.4665617373
485	0.4663481124
486	0.4660570344
487	0.4659528729
488	0.4657551844
489	0.4655845681
490	0.4653916246
491	0.465236203
492	0.4650543178
493	0.4648617633
494	0.4647287291
495	0.4644917477
496	0.4641105516
497	0.4639965477
498	0.4637954669
499	0.4634779273
500	0.4633566607
501	0.463097638
502	0.4629220717
503	0.4627240444
504	0.4625417141
505	0.4621949409
506	0.4620190713
507	0.4619479641
508	0.4617601286
509	0.4615391229
510	0.4614715281
511	0.461328388
512	0.4610102193
513	0.460722245
514	0.4603734502
515	0.4601609058
516	0.4598474695
517	0.4596210892
518	0.4593899558
519	0.459228129
520	0.4590506926
521	0.4589937346
522	0.4587586657
523	0.4585701138
524	0.4584039628
525	0.4582434366
526	0.4581859709
527	0.4580739174
528	0.4578326188
529	0.4575714071
530	0.4575215925
531	0.457251792
532	0.4570733374
533	0.4569725529
534	0.4568324781
535	0.4566404354
536	0.4564226016
537	0.4563116323
538	0.4559438768
539	0.4555469549
540	0.4553889853
541	0.4551414374
542	0.4549344813
543	0.4547207309
544	0.4543499946
545	0.4541576361
546	0.4540080624
547	0.4536242246
548	0.4535413822
549	0.453416625
550	0.4530516172
551	0.4527316504
552	0.452570608
553	0.4523979146
554	0.4521935851
555	0.452034423
556	0.4518200689
557	0.4515886028
558	0.4511358564
559	0.4508981039
560	0.4507420607
561	0.4505914132
562	0.4502732822
563	0.4501658094
564	0.4499504978
565	0.4497582062
566	0.4495655769
567	0.4493032062
568	0.4491285859
569	0.4490061085
570	0.4486770821
571	0.4484528056
572	0.448256951
573	0.4479886832
574	0.4477584874
575	0.4477094647
576	0.4476391249
577	0.4473256963
578	0.4471826067
579	0.4469637783
580	0.4467719218
581	0.4464713763
582	0.4463554217
583	0.4461066889
584	0.4460190275
585	0.4457328389
586	0.4455563312
587	0.4452253277
588	0.445002196
589	0.4448915942
590	0.4446838222
591	0.4443635629
592	0.4441560988
593	0.4439917491
594	0.4438562812
595	0.4437404422
596	0.4435192969
597	0.4432782985
598	0.4429780065
599	0.4427536364
600	0.442565157
601	0.4424498754
602	0.4421641281
603	0.4419727717
604	0.4417499635
605	0.4416019828
606	0.4414529989
607	0.4412603077
608	0.440996549
609	0.4407913166
610	0.4406410482
611	0.4403950058
612	0.4402912036
613	0.4400199519
614	0.4397573326
615	0.4395700334
616	0.4394338507
617	0.4393699654
618	0.4392447912
619	0.4389861523
620	0.438850512
621	0.4387112379
622	0.4386399537
623	0.4383760175
624	0.4381288509
625	0.4378779116
626	0.4377494496
627	0.4375930771
628	0.4373871185
629	0.4371881387
630	0.4371099066
631	0.4369115326
632	0.4366813322
633	0.4365522108
634	0.4364069215
635	0.4363161007
636	0.4360407458
637	0.4358910211
638	0.4356369207
639	0.4354200764
640	0.4351705011
641	0.4350784449
642	0.4349359222
643	0.4347534461
644	0.4345120316
645	0.4343920191
646	0.4342411252
647	0.4340131814
648	0.4339801689
649	0.4338948032
650	0.4336447346
651	0.4335081091
652	0.4332165178
653	0.4329076758
654	0.432463467
655	0.4323872946
656	0.4321662733
657	0.4318756428
658	0.4317744781
659	0.4316667674
660	0.4313831073
661	0.4312525813
662	0.4310453547
663	0.4309391895
664	0.4307400435
665	0.4306501254
666	0.4304655468
667	0.4301742956
668	0.4298705999
669	0.4296488229
670	0.4293596483
671	0.4291585746
672	0.4289964005
673	0.428739131
674	0.4286781295
675	0.4285958926
676	0.4283601083
677	0.4282045762
678	0.4280086589
679	0.4278789072
680	0.4277914198
681	0.4276229685
682	0.4275497374
683	0.4274114238
684	0.4272979708
685	0.4269374918
686	0.4267332394
687	0.4266290212
688	0.4264002484
689	0.4260907318
690	0.4259483434
691	0.425721176
692	0.4255153716
693	0.4253246342
694	0.4252205464
695	0.4250727492
696	0.4248816475
697	0.4248262587
698	0.4246298361
699	0.4243146796
700	0.4241445223
701	0.424000225
702	0.4237783371
703	0.4235788954
704	0.4233975229
705	0.4232490225
706	0.4231153174
707	0.4228339654
708	0.4225846446
709	0.4224764669
710	0.4223080213
711	0.4222271405
712	0.4220392878
713	0.421864949
714	0.4216294198
715	0.4214077723
716	0.4212137572
717	0.4210864783
718	0.4209098434
719	0.4206089241
720	0.4203090485
721	0.4200190342
722	0.419898409
723	0.4197623711
724	0.4197083324
725	0.4195689783
726	0.4194334082
727	0.4193472503
728	0.4190864628
729	0.4187979987
730	0.4186412465
731	0.4185356268
732	0.4183746467
733	0.4181739779
734	0.4181215057
735	0.4179086852
736	0.4176400284
737	0.4174705242
738	0.4173809107
739	0.4172522475
740	0.4171788727
741	0.4170143658
742	0.4167866098
743	0.4166531204
744	0.41635389
745	0.4161140652
746	0.4156889097
747	0.4155065106
748	0.4154184519
749	0.4153008865
750	0.4151974964
751	0.4150187642
752	0.4149192329
753	0.4146551457
754	0.4143721547
755	0.4141265597
756	0.4138279476
757	0.4135868318
758	0.4134623602
759	0.4131045667
760	0.4129862052
761	0.4128862982
762	0.4125660453
763	0.4123845051
764	0.4121532607
765	0.4120796583
766	0.4119792852
767	0.4118450784
768	0.4117556548
769	0.41168145
770	0.411552193
771	0.4114031799
772	0.411168886
773	0.4109827643
774	0.4108054889
775	0.4105620909
776	0.4104946727
777	0.4102028595
778	0.4101730588
779	0.4098745003
780	0.4097154092
781	0.4094780271
782	0.4094247383
783	0.4092966902
784	0.4091232973
785	0.4088788119
786	0.4088142036
787	0.4086900247
788	0.4085472307
789	0.4084422541
790	0.408231073
791	0.4079535124
792	0.4077836795
793	0.4074773414
794	0.4073398005
795	0.4071436329
796	0.4070063361
797	0.406872122
798	0.4066633472
799	0.406469583
800	0.4062618099
801	0.4061004302
802	0.405958588
803	0.4057398305
804	0.405537414
805	0.4054108691
806	0.4052944271
807	0.4050573422
808	0.4047847226
809	0.4047036104
810	0.4045298471
811	0.4043003562
812	0.4041980722
813	0.4040811596
814	0.4039514607
815	0.4038217815
816	0.4036458613
817	0.4035167145
818	0.4032853627
819	0.4031854057
820	0.4030613902
821	0.4029641094
822	0.4029107873
823	0.4026819329
824	0.4024584351
825	0.4022554441
826	0.4021418916
827	0.40194634
828	0.4018165851
829	0.4016611355
830	0.4014293475
831	0.4013335029
832	0.4011420989
833	0.4010801259
834	0.400949393
835	0.4007781443
836	0.4005412621
837	0.4002958436
838	0.4001647568
839	0.4000439693
840	0.3998495838
841	0.3997625193
842	0.3996417976
843	0.3995777952
844	0.3992736571
845	0.3991401837
846	0.3990327445
847	0.3988610401
848	0.3986707047
849	0.398534368
850	0.398303354
851	0.3980848756
852	0.3979776294
853	0.3978664245
854	0.3977083559
855	0.3974961821
856	0.3972943505
857	0.397134672
858	0.3970610981
859	0.3968906461
860	0.3967954148
861	0.3966151035
862	0.3963464139
863	0.396042314
864	0.3957523161
865	0.3955571129
866	0.395424552
867	0.3953520591
868	0.3951566091
869	0.3950071372
870	0.3947985701
871	0.3946655233
872	0.3945085262
873	0.3943798036
874	0.3940632887
875	0.3939606819
876	0.3936957424
877	0.3935693233
878	0.3933450199
879	0.3931144643
880	0.3930538233
881	0.3927438494
882	0.3925663123
883	0.3924981644
884	0.3923247418
885	0.3920054569
886	0.3918820655
887	0.3916649106
888	0.3915450469
889	0.3913568136
890	0.3911058291
891	0.3909926409
892	0.3907208788
893	0.3905322013
894	0.3903643663
895	0.3901903466
896	0.389838807
897	0.3896730399
898	0.3895750342
899	0.3895261836
900	0.3893198624
901	0.3890922251
902	0.388871828
903	0.3886201425
904	0.3883281501
905	0.3882232557
906	0.3880719302
907	0.3879497224
908	0.3877582717
909	0.3875368502
910	0.3872700553
911	0.3871997435
912	0.3870075882
913	0.3869040862
914	0.3866993538
915	0.3866000531
916	0.3863452127
917	0.3862444407
918	0.3860904072
919	0.3859980843
920	0.3858236355
921	0.3856665862
922	0.3854735906
923	0.3852324188
924	0.3849682637
925	0.3848411015
926	0.3845606864
927	0.3844471887
928	0.3842053947
929	0.3840594332
930	0.3839057177
931	0.3837539659
932	0.383599329
933	0.3834025695
934	0.383303179
935	0.3831519687
936	0.3830574121
937	0.3828645074
938	0.3826414456
939	0.3825427339
940	0.3823543463
941	0.3823148409
942	0.3821058147
943	0.3819189668
944	0.3816861309
945	0.3816037959
946	0.3814025828
947	0.38133341
948	0.3811227362
949	0.3808351228
950	0.380729686
951	0.3805650558
952	0.380399088
953	0.3802690686
954	0.3801729202
955	0.379957514
956	0.3797948586
957	0.3794847781
958	0.3792096113
959	0.3791314538
960	0.3789820859
961	0.3788556839
962	0.378705573
963	0.3785629924
964	0.3783782591
965	0.3778995979
966	0.3776485327
967	0.3775145424
968	0.3773410489
969	0.377218134
970	0.3771051323
971	0.3768501139
972	0.3766987631
973	0.3764613287
974	0.3763048359
975	0.376160916
976	0.3760010988
977	0.3757652472
978	0.3755333311
979	0.3753832228
980	0.3751860637
981	0.3750961958
982	0.3748555253
983	0.3746686378
984	0.3745108905
985	0.3742152613
986	0.3740674284
987	0.3738701394
988	0.3735385272
989	0.3733802555
990	0.3732304908
991	0.3730595184
992	0.3729192819
993	0.3728437036
994	0.37271369
995	0.372436021
996	0.3720901831
997	0.3718406957
998	0.3716618153
999	0.3715834024
